Health Region,Agriculture...Forestry.NH3,Agriculture...Forestry.PM10.FIL,Agriculture...Forestry.PM10.PRI,Bulk.Terminals...Plants.NH3,Bulk.Terminals...Plants.PM25.PRI,Bulk.Terminals...Plants.PM.PRI,Coal.PM25.PRI,Coal.PM.CON,Coal.PM.PRI,Coal.SO2,Coal.VOC,Commercial.Institutional.Coal.CO,Commercial.Institutional.Coal.NH3,Commercial.Institutional.Coal.NOX,Commercial.Institutional.Coal.PM10.FIL,Commercial.Institutional.Coal.PM10.PRI,Commercial.Institutional.Coal.PM25.FIL,Commercial.Institutional.Coal.PM25.PRI,Commercial.Institutional.Coal.SO2,Commercial.Institutional.Coal.VOC,Commercial.Institutional.Gas.CO,Commercial.Institutional.Gas.NH3,Commercial.Institutional.Gas.NOX
261,1305.320921,1593.377281,1593.377281,6.06,2233.65427,101.3869637,1.483007553,0.008898045,3.262616617,3.559218128,3.867683699,0.415242115,0.723707686,0.308465571,27.4,52.29677835,0.014830075,9.605876582,11.44003968,0.019153609,0.129920176,0.010333287,0.119905454
262,2661.206128,2627.722091,2627.722091,6.06,2298.540819,101.8039499,20.29071276,0.039601924,47.82006267,16.4636285,20.94033164,1.865095195,3.34744519,1.434475569,27.58586552,388.6570407,0.282787284,45.15407932,53.92157783,0.092225062,0.622690511,0.051248317,0.560518073
263,20.87941576,7.560869503,17.47314993,1.785253104,20.85234158,0.036583055,1.080920411,0.001896351,17.47086206,0.092061409,21.49967447,0.045898484,0.113364232,0.027999739,0.096454994,0.064490898,1.5543153,2.193864693,1.096862412,0.623828086,0.099812494,2.495312343,0.134746867
264,15.9985892,6.640601901,11.57523519,0.961921878,11.23556293,0.019711514,0.942831798,0.001654083,18.51971738,0.080300476,21.9037925,0.086436091,0.159624274,0.070807783,0.144875207,0.071371272,1.5543153,2.3116,1.443500188,0.553164668,0.087061353,2.212658674,0.117688451
265,28.48984058,6.293387506,26.09546325,1229.308214,6797.806472,106.5459593,3.019005843,0.005296501,44.59276925,0.411938745,109.942553,0.189076783,4.685398927,0.148043634,4.645041928,0.125013637,1.5543153,2.531347011,4.895517992,1.799288196,0.278775846,7.186109878,0.376442042
266,9.422157989,6.146782587,8.734084564,7.887448925,30.91231142,0.085779777,0.874121712,0.001533544,12.76259571,0.074448475,15.19356632,0.027510055,0.079006545,0.01344444,0.065332335,0.048999251,1.5543153,2.3116,0.835646148,0.504479024,0.080716644,2.017916097,0.108967469
267,2.502812997,1.104264917,6.291466715,156.9310377,0.87147053,3134.364096,0.203516989,1.36409998,4.694597471,0.011210215,5.936713037,0.012698929,7.13424593,0.043513428,0.06464208,0.041216219,0.062309624,0.021093405,0.663377422,0.101750376,2.746803292,0.915542882,0.00695627
268,0.927585231,0.155525001,2.541610605,161.2363344,0.870344996,2376.493985,0.098080569,1.36409998,2.262458733,0.005402519,21.81774623,0.006119972,27.61777981,0.108742481,0.116500953,0.107618404,0.115376876,0.007758473,0.737625802,0.017123164,0.398043242,0.048677106,0.003352422
269,1.7425743,0.305215064,7.896524244,161.2363344,0.870344996,2376.493985,0.259666726,1.36409998,5.989823075,0.014303081,7.191500377,0.016202526,32.1704826,0.064072128,0.095008465,0.062000234,0.09203249,0.030032256,1.36534821,0.051915788,0.475627207,1.267699296,0.008875484
270,0.604192927,0.155525001,7.745720652,147.086687,0.870344996,2166.922536,0.097008268,1.36409998,2.237723603,0.005343454,1.157065676,0.006053063,1.712909946,0.009391005,0.01569662,0.008292835,0.014584833,0.006291998,1.096415795,0.009458754,0.077494318,0.020723567,0.003315771
271,4.234034033,0.155525001,3.825875451,161.2363344,0.870344996,2376.493985,0.512907794,1.36409998,11.83142324,0.02825222,5.799266595,0.032004109,7.540130673,0.014276052,0.036737083,0.007294778,0.030858778,0.021754279,0.888346417,0.042045857,0.598107653,0.109570858,0.017531337
272,3.259604873,0.155525001,4.266397411,135.9306746,0.870344996,2148.158651,0.540506144,1.283150418,9.369998107,0.055374927,4.343228104,0.025335497,5.170509648,0.008131048,0.02688665,0.005558298,0.022233192,0.016674894,1.180000007,0.031023058,0.284378031,0.086739868,0.013878379
273,2.446304515,0.155525001,4.682316051,729.5690218,0.711909755,3153.365618,0.331549823,1.36409998,7.647975572,0.018262578,53.38143016,0.020687844,29.29401647,0.827322608,0.985318143,0.823572477,0.981518335,0.157501859,0.596112287,0.369327922,3.389327365,0.070827932,0.011332469
274,9.988795088,0.145549911,4.342203193,161.2363344,0.870344996,2376.493985,1.191713965,1.36409998,27.48968227,0.06564253,14.02851488,0.074359843,18.65451114,0.088907671,0.162746786,0.075122711,0.149088856,0.069807765,1.091020293,0.133510246,23.33549963,0.254582057,0.040733129
275,2.962470501,0.155525001,4.682316051,49.76647247,2.710651836,1337.905082,0.784409534,1.36409998,18.0942487,0.043207202,19.68232905,0.048945109,25.50103993,0.169021572,0.255982449,0.163373031,0.246992531,0.083000802,1.410340787,0.115021368,1.364072828,1.237200417,0.026811345
276,47.4664642,0.071089912,4.682316051,177.6445982,0.870344996,943.6091109,9.644367701,1.36409998,222.4699983,0.531235447,116.4040389,0.601783392,167.362907,0.415176015,0.874173882,0.2999348,0.763616084,0.456437444,1.252569719,1.107865919,8.301644578,2.081816803,0.329647286
277,2.740555181,0.155525001,4.682316051,161.2363344,0.870344996,2376.493985,0.157244477,1.36409998,3.627213282,0.008661412,1.681996335,0.009811645,2.00237659,0.00388496,0.010412358,0.002152555,0.00861022,0.006457664,1.180000007,0.012014259,0.110130712,0.033591637,0.005374662
278,9.08,0.03,0.870405291,0.130753524,0.216461598,0.126936519,5.483185724,11.30969105,0.004691863,0,0.014075589,0,0,0,0,0,1.66,0,14.41883213,79.50660861,0.246891544,23.26432622,0.495440704
279,8.573863586,0.028220962,9.788248511,0.072500733,0.120024486,0.070384265,2.068406553,4.370568248,0.841485146,0,1.001598598,0.01115605,0.014853066,0.01115605,0.014853066,0.003697016,1.588838465,0.006226634,22.79184826,32.44524891,0.102122224,9.701316416,0.20526027
280,11.74973215,0.030564401,1.018946724,0.311411725,0.515540062,0.30232088,7.765813926,16.28591925,2.215324373,0,3.273388778,0.198287766,0.200646751,0.198287766,0.200646751,0.002358986,1.693633435,0.018566816,76.87093857,118.7457963,0.351874771,32.92475481,0.705117334
281,9.08,0.03,6.439185314,0.048394266,0.080116389,0.046981522,3.480640497,6.612351943,1.279014353,0,1.522305126,0.01682761,0.022404129,0.01682761,0.022404129,0.005576519,1.66,0.009036514,8.297544514,35.74444923,0.126296849,12.28605441,0.254854192
282,1176.022598,176.4007079,176.4007079,29.69629163,2.248684059,3.8479851,0.10517258,0.011291535,0.019679532,0.008387996,0.744757364,0.000403258,3.456215569,0.020021358,4.113921731,0.007990719,0.026910225,0.004975125,0.013066115,0.024155859,0.225216093,0.083496822,0.013359491
283,1326.175652,198.9234167,198.9234167,2.123751241,0.270295613,0.471086639,0.09080904,0.009749437,0.016991876,0.007242439,0.643044995,0.000348191,2.919961224,0.017033107,3.476144315,0.006327717,0.018075951,0.003736855,0.011210565,0.020856866,0.191187937,0.072093565,0.01153497
284,1765.387726,264.8069526,264.8069526,12.97500871,1.651364745,2.878092841,0.079651692,0.008551562,0.014904151,0.006352589,0.564036601,0.000305413,2.561197143,0.014940317,3.049044218,0.006021862,0.01585503,0.003277722,0.009833168,0.018294266,0.167697432,0.063235714,0.010117714
285,1770.337631,265.5480732,265.5480732,46.44518409,5.911205248,10.30238629,0.301284778,0.032346525,0.056375372,0.024028847,2.133484384,0.001155235,10.09037803,0.05651217,12.01063608,0.024712778,0.064823714,0.014518041,0.03840183,0.069198576,0.653755049,0.244743668,0.03827054
286,1903.288102,285.4910784,285.4910784,53.20946679,6.772113953,11.80282718,0.211197367,0.022674564,0.039518525,0.016843962,1.495549454,0.000809806,7.185724194,0.039614419,8.655002809,0.038704994,0.069441842,0.033797859,0.027990899,0.048507452,0.472222945,0.167670214,0.026827234
287,2049.075652,307.3557338,307.3557338,369.4047142,4.957254189,8.63978587,0.35177608,0.037767371,0.065823131,0.028055761,2.491027859,0.001348835,13.57647713,0.078654914,18.32879151,0.025008688,0.11437483,0.011439775,0.043427491,0.080795332,0.867344473,0.342636367,0.044684171
288,1464.736028,219.7097542,219.7097542,21.84438739,2.780194758,4.845482293,0.566629039,0.060834406,0.106025679,0.045191273,4.012463611,0.002172657,18.50500442,0.106282955,22.03548284,0.040007282,0.133795173,0.023211844,0.069951537,0.130142395,1.204974862,0.44984847,0.071975755
289,1301.690647,195.2505056,195.2505056,2598.491369,59.84391705,123.8484086,0.101559007,0.010903574,0.019003373,0.008099798,0.719168612,0.000389422,3.265626009,0.019049485,3.887650011,0.006455742,0.02021578,0.004179224,0.012537671,0.0233259,0.213820751,0.080627996,0.012900479
290,2397.239282,359.5812196,359.5812196,31.70946786,4.035750455,7.033736508,0.181187514,0.019452647,0.033903185,0.014450538,1.283041031,0.000694737,6.14286125,0.033985453,7.612694779,0.021192494,0.06584927,0.016249447,0.023126091,0.04161484,0.411252444,0.143845303,0.023015248
291,2369.747026,355.4585849,355.4585849,18.89276192,2.404533335,4.190758098,0.181159747,0.019449666,0.03389799,0.014448323,1.282844403,0.000694631,5.825184774,0.033980245,6.934743779,0.010420309,0.036060668,0.006639287,0.022364549,0.041608463,0.381410908,0.143823258,0.023011722
292,1962.076401,294.3048459,294.3048459,322.478822,3.062247631,5.267357681,0.199098486,0.021375605,0.037254625,0.01587902,1.409873789,0.000763414,6.917063257,0.039809422,8.341037602,0.013246912,0.086455,0.006773616,0.024579123,0.045728602,0.451216013,0.158064877,0.02529038
293,2080.144522,312.018284,312.018284,49.23997445,6.26690584,10.92232161,0.308299132,0.0330996,0.057687874,0.024588274,2.183155046,0.001182125,10.02993947,0.06016224,11.94125235,0.021633257,0.067204297,0.010051328,0.038060171,0.070809621,0.653756954,0.244759592,0.039161535
294,1686.345088,252.9474633,252.9474633,4.478445356,0.569983954,0.993400606,0.071960317,0.007725801,0.013464967,0.005739166,0.509571757,0.00027592,2.313881271,0.013497641,2.75462056,0.004483966,0.014324027,0.002961217,0.008883651,0.016527723,0.151504131,0.057129509,0.009140721
295,912.8943934,136.9311281,136.9311281,9430.379826,34.96684358,264.8167585,0.266609708,0.028623742,0.049887093,0.021263351,1.887940219,0.001022285,8.827419822,0.054181831,10.54798626,0.016951768,0.065590924,0.008487275,0.032913525,0.061234465,0.578010665,0.211662235,0.033865958
296,1358.998434,203.8431505,203.8431505,5.715386661,0.727412848,1.267776678,0.064091995,0.006881043,0.011992674,0.00511163,0.4538539,0.000245752,2.060875679,0.012021775,2.453423428,0.004821245,0.012757802,0.002637432,0.007912291,0.014720541,0.134938289,0.050882825,0.008141252
297,2061.819367,309.2692271,309.2692271,537.8805323,8.277375949,14.42628379,0.493165197,0.052947184,0.092279378,0.039332194,3.492244961,0.001890971,16.11693837,0.095973899,19.18522169,0.035959912,0.120510274,0.01992457,0.060882273,0.113269344,1.051014306,0.391525308,0.062644049
298,2859.661188,2859.661188,428.9445733,0.09575268,5.455220356,0.018985975,0.038945908,0.357430015,0.246657223,0.030007521,1.035291227,0.064117771,0.113390358,0.051895821,0.101168408,0.049272586,0.114287832,0.127214611,0.034790783,0.62955,0.97506069,0.126465,0.47197569
299,2349.463947,2349.463947,352.414222,17.79066533,5.917598536,0.033048274,0.039296548,0.390143254,0.204018523,0.032642964,0.827920418,0.048759586,0.101872095,0.03546423,0.088576739,0.053112509,0.100353,0.127214611,0.014140648,0.62955,0.97506069,0.126465,0.47197569
300,2941.295754,2941.295754,441.1897936,0.413404607,7.499036902,0.043491728,0.053302801,0.490936605,0.434976501,0.06959624,1.765162892,0.103957591,0.217195806,0.075611305,0.18884952,0.113238215,0.100353,0.127214611,0.030148486,0.62955,0.97506069,0.126465,0.47197569
301,3770.359647,3770.359647,565.5482444,3.963004346,42.01091209,0.251457597,0.300039077,2.750523057,2.331389271,0.372967557,9.461182863,0.557184538,1.164400689,0.405259165,1.012475316,0.607216151,0.089327371,0.127214611,0.161566303,0.62955,0.97506069,0.126465,0.47197569
302,1738.148625,1738.148625,260.7182079,104.4094186,40.05847353,0.223179974,0.270502794,2.485269158,2.474354395,0.323587153,10.00408139,0.609258734,1.141642222,0.476785968,1.009169456,0.532383488,0.209969638,0.127214611,0.230838897,0.62955,0.97506069,0.126465,0.47197569
303,1786.454765,1786.454765,267.9635053,40.24731025,7.277634606,0.038058638,0.051391936,0.947227673,0.71461098,0.060902112,3.09818777,0.198824626,0.313348823,0.166841006,0.281365203,0.114524197,0.202168517,0.127214611,0.10670289,0.62955,0.97506069,0.126465,0.47197569
304,4.640030999,21.28040176,21.74658674,50.09468344,0.026211411,2.192957618,0.240325565,0.805970598,0.378081313,23.44639286,0.190061683,0.672921561,0.697,0.180941183,0.205019621,0.024078433,0.0200025,0.09,0.01,0.009294118,0.01,0.000705882,85.49669204
305,10.26777808,24.60007726,63.88927734,32.70800756,0.166672658,0.282294705,0.178015672,0.390110069,0.212094397,6.857863796,0.179966103,0.672921561,0.697,0.180941183,0.205019621,0.024078433,0.0200025,0.09,0.01,0.009294118,0.01,0.000705882,161.4756475
306,1.088380998,21.28040176,5.269786745,16.95129297,0.002783532,1.630088647,0.90141395,2.321893331,1.417991911,47.2234612,0.366554532,0.672921561,0.697,0.180941183,0.205019621,0.024078433,0.0200025,0.09,0.01,0.009294118,0.01,0.000705882,9.950178154
307,3.826353529,21.28040176,15.21432519,11.17821333,0.030940631,0.948278743,1.220839775,3.142727425,1.917131504,63.92852631,0.500862635,0.672921561,0.697,0.180941183,0.205019621,0.024078433,0.0200025,0.09,0.01,0.009294118,0.01,0.000705882,38.9024702
308,1.950222849,21.28040176,7.41121884,0.061622155,0.00135602,0.001625373,0.005180607,0.29345893,0.006203109,0.68561774,0.320610548,0.53698086,0.56216773,0.212306934,0.237493809,0.025186869,0.0200025,0.09,0.01,0.009294118,0.01,0.000705882,17.88537484
309,1.766584506,21.28040176,8.20519423,0.058539882,9.00E-05,0.000359836,0.081076363,0.208378194,0.127301831,4.34312957,0.03146177,0.672921561,0.697,0.180941183,0.205019621,0.024078433,0.0200025,0.09,0.01,0.009294118,0.01,0.000705882,58.37325815
310,12.05102942,35.94362629,10.43925373,1.351070656,0.011191799,18.31766764,1.045,0.130562878,1.197236465,1.684349836,0.270079101,8.07850388,0.366911523,0.803889308,0.279699835,0.71667762,0.436977785,0.01,0.476534475,0.133813979,91.18644528,98.94699219,21.34756637
311,82.02640357,16.77373932,1.21839491,0.594862804,0.005461794,8.128194183,1.045,0.057521082,0.523700053,0.73496433,0.117600204,3.544240214,0.160789557,0.353248372,0.119951687,0.312410502,0.192458815,0.01,0.207695529,0.05463585,91.18644528,98.94699219,21.34756637
312,158.7042984,62.69022217,43.41730029,0.381675419,0.003361784,5.114986579,1.045,0.036939067,0.331733749,0.468434786,0.076677176,2.253853917,0.101563943,0.223691563,0.079611571,0.201739191,0.12212762,0.01,0.135875029,0.031208555,91.18644528,98.94699219,21.34756637
313,89.93343043,50.91363586,24.92719142,1.748161567,0.016933237,23.65506427,1.045,0.169025929,1.548764183,2.171766098,0.347476339,10.40701445,0.467487132,1.031653335,0.361032867,0.92519907,0.564166202,0.01,0.617048317,0.169324059,91.18644528,98.94699219,21.34756637
314,212.2465259,311.6526731,122.8211139,1.076217579,0.008147492,14.5812215,1.045,0.104312508,0.953812422,1.336285015,0.212112368,6.414062224,0.286727078,0.632955694,0.222810692,0.569039307,0.346228615,0.01,0.379720293,0.103713734,91.18644528,98.94699219,21.34756637
315,110.5892611,19.56127021,34.24543706,0.493869279,0.004695934,8.189865123,1.166006295,0.070430888,0.641920414,1.396197015,0.098422868,6.058835258,0.42230822,0.604118984,0.164368055,0.346178823,0.181810767,0.01,6.94126562,0.086625267,91.18644528,98.94699219,21.34756637
316,80.76888181,16.98717652,10.94781577,0.603640771,0.005627618,8.18364983,0.958781817,0.064504457,0.593613303,0.75124823,0.119000629,4.915254404,0.190635271,0.475120063,0.147523245,0.435079999,0.310443579,0.01,5.997406656,0.079571403,91.18644528,98.94699219,21.34756637
317,43.01355257,1.83,3.462713813,20.05809748,0.851284408,2.143070962,82.90587301,68.18434255,181.7351211,631.1755,88.089,76.599,49.7895,820.160332,9.886275746,1823.02071,138.8029626,203.048863,201.0016406,12.90565333,7,0.421527466,1720.728227
318,9.605347717,1.83,3.462713813,3.862380494,0.163923038,0.412669022,16.64706531,13.68782091,35.86413467,631.1755,88.089,76.599,49.7895,8.613530691,0.3281345,10.26172688,0.016421715,0.053923751,0.044694968,0.033069805,7,0.629999995,0.061525219
319,11.83398545,1.83,3.462713813,4.291901531,0.182152313,0.458560417,28.71587629,23.61644864,56.93795427,631.1755,88.089,76.599,49.7895,19.4629501,0.695580368,23.19452979,0.047538349,0.122471828,0.102908631,0.072451135,7,0.286641777,0.13042132
320,15.9417385,1.83,3.462713813,5.557322499,0.235857962,0.59376202,29.57173405,24.31933064,62.01758421,631.1755,88.089,76.599,49.7895,99.01242188,1.497455898,438.2487218,0.863301014,3.522122736,3.480006789,0.30076444,7,2.353129256,456.7271275
321,7.996928221,1.83,3.462713813,3.041773178,0.129095697,0.324992726,20.34155565,16.72393577,38.24921112,631.1755,88.089,76.599,49.7895,10.62508876,0.404765283,12.64891519,0.022315091,0.065774359,0.054390335,0.040792752,7,0.629999995,0.075893491
322,17.76398496,1.83,3.462713813,9.499581722,0.368043671,0.926533714,36.04382807,29.63460755,80.28756012,631.1755,88.089,76.599,49.7895,47.73764448,1.469871311,80.35586386,0.184352195,0.518302766,0.474300517,0.165772013,7,0.859403409,0.291983144
323,8.867192229,1.83,3.356775423,5.144945073,0.218356278,0.549702303,20.93409538,17.21221439,46.87886993,631.1755,88.089,76.599,49.7895,26.98061953,0.873683601,42.11609079,0.071954048,0.394838338,0.373210785,0.081796703,7,0.669660319,0.143717539
324,2.159590851,73.21347867,1.697577345,0.705272857,4.167270994,1827.739268,78.41620658,18.08258653,59.83776759,41.75518116,110.2960003,29.08517123,89.60786397,290.6345332,8.305982981,936.8407346,6.234367276,7.876987739,7.526203506,1.728889947,0.05,26.39128195,277.6324408
325,2.159590851,35.50888674,1.697577345,0.23348825,2.704377359,1161.118086,55.40199121,12.7725943,36.79567582,24.02308166,104.2937573,33.77233149,84.30652595,162.1789212,2.642310057,338.5922617,1.66014072,3.083285058,3.014253822,0.331446704,0.05,3.567202245,100.1243493
326,2.159590851,58.72425169,1.697577345,0.388966283,3.57797914,1538.736041,68.03465037,14.21217381,49.39557581,35.18340212,110.2960003,31.0258,87.1,177.9470834,5.816472257,269.1984552,33.45961563,59.51745366,57.56938002,26.00300352,0.05,72.39340359,1.875063293
327,2.159590851,50.98422556,1.697577345,0.350508119,3.314710345,1436.481992,68.03465037,14.21217381,49.39557581,35.18340212,110.2960003,31.0258,87.1,37.14439489,4.793212938,98.15205681,0.244712426,0.889348095,0.816813078,0.303592318,0.786470702,0.845667422,1.044369259
328,2.159590851,6.515899374,1.697577345,0.029844549,0.703431471,305.1070087,68.03465037,14.21217381,49.39557581,35.18340212,110.2960003,31.0258,87.1,2.911907497,0.63154784,8.828442132,0.323603384,1.143936519,1.122094936,0.333696758,0.05,2.217850007,0.168044175
329,2.159590851,10.80685327,1.697577345,0.053035942,0.762477664,312.3476898,68.03465037,14.21217381,49.39557581,35.18340212,110.2960003,31.0258,87.1,6.980712653,0.483293509,14.32412883,0.261516409,0.328538046,0.304076391,0.065376696,0.05,1.873261942,0.190965018
330,2.159590851,11.57273804,1.697577345,0.052369327,0.916524178,394.1147756,68.03465037,14.21217381,49.39557581,35.18340212,110.2960003,31.0258,87.1,5.498079479,0.808523907,13.24572282,0.021756472,0.201260599,0.190196244,0.037931574,0.05,2.217850007,0.095257802
331,289.0582836,0.859585415,6.882966551,0.006384543,3.539903663,0.014818431,0.180204439,0.014925214,0.373130351,0.020149039,0.044402512,0.01548491,0.039738382,0.024253473,1,0.794767647,0.006343216,1.248894613,0.296073229,122.0718253,4.271539512,3.66673168,3.209439544
332,642.1756237,2.501739667,12.02411288,0.022826679,9.643673138,0.052980388,0.333513568,0.053362171,1.334054274,0.072038931,0.158752459,0.055363253,0.14207678,0.086713528,1,2.841535603,0.022678923,3.423462791,0.497299417,197.5948593,7.012317304,6.024638428,5.294979941
333,282.7815937,2.937294549,6.511361758,0.035371181,30.25920005,0.082095994,0.516797424,0.082687588,2.067189695,0.111628244,0.245995574,0.085788372,0.220155703,0.13436733,1,4.40311405,0.035142225,7.263805506,0.80001082,330.7733977,11.44078235,9.822649774,8.612505056
334,72.91068224,3.739317505,7.19506165,0.032545155,23.75687947,0.075536828,1.323328623,0.076081156,3.803573963,0.191203972,0.478765317,0.161897709,0.449459055,0.125687232,1,4.222808381,0.284758369,7.09649539,0.983556104,412.5275946,14.18879218,12.17859933,10.66009046
335,45.11437171,7.374234821,7.19506165,0.067829637,26.98827329,0.157431594,0.991037915,0.158566066,3.964151659,0.21406419,0.471734047,0.164512294,0.422182152,0.257669858,1,8.443643035,0.067390578,20.33078233,1.377644154,502.6494064,18.94431348,16.29591761,14.3863611
336,13.71303753,2.112170817,7.07,1.153375256,2.405133921,1.518743678,10.51109254,19.01568057,484.5059861,5.123283432,540.8967766,16.88414021,295.7941917,15.53675878,36.40369052,7.957908245,16.0822369,277.4673578,167.3933389,0.384205433,38.03400515,0.80045127,0.593128638
337,2.684888258,2.112170817,7.07,0.366075139,0.793033001,0.470184532,2.130274545,4.346430446,24.16928751,0.876942253,28.77296132,0.055923972,0.149619399,0.028002354,0.123723734,0.0927928,0.172637768,1.582512873,44.18774226,0.091299847,8.940674684,0.189404326,0.140480558
338,1.447969783,2.102804992,7.102858782,0.322553397,0.690627453,0.429637227,2.788849967,5.0855283,119.4289643,0.51924137,104.8080212,5.337262798,7.927850362,5.06650702,7.657211866,2.589810098,10.20569603,7.492589131,46.86424933,0.103064013,10.38574871,0.214648657,0.159066204
339,1.349607888,1.655354381,0.305746493,48.27628561,43.37236412,0.248745549,124.0736633,651.8491542,1.533985557,123.5868087,3.028840428,2.217567446,1.565189685,85.42398863,0.011583,960,3.147387135,3.472213198,2.617668036,0.324826063,5.702539803,25.6723136,96.3
340,5.812441793,4.360554323,14.53189194,4.930182171,1.418464633,0.504329152,3.188214388,2.837824405,3.185980341,0.348155936,2.841547816,4.541071624,1.126457648,2.362497416,0.0795,0.997,0.116494679,0.157564169,0.137735288,0.04106949,0.12393051,0.165,2.216
341,1512.287912,226.8376831,226.8376831,15.25440084,11.32224989,7.388896557,65.60182078,0.336670395,0.467521851,0.209674688,0.363515605,0.03125501,0.377800788,3.48952463,2.16464787,0.283726643,9.629138073,0.51092986,0.384348236,0.887125116,0.497533689,1.873950013,0.224575023
342,1091.223451,163.6793304,163.6793304,10.42875562,0.968457508,0.629876072,5.072464759,0.109396678,0.04110129,0.072186203,0.029075495,0.009186915,0.027217078,0.28420686,0.208077165,0.021827491,0.913193095,0.035044947,0.026544114,0.081168095,0.036801504,0.110860502,0.027915177
343,668.4184804,100.2567013,100.2567013,81.14247944,20.00054443,13.01885952,110.1472988,0.199459829,0.741128177,0.172460856,0.626924576,0.050960292,0.968075832,6.249536213,3.278735525,0.503965767,13.3264376,0.882506777,0.653613228,1.509063963,0.849798428,2.747807987,0.231926326
344,626.3112591,93.94123517,93.94123517,4.469610489,5.209827231,3.398041156,26.90624775,0.036450845,0.154985899,0.032376214,0.130603158,0.009588743,0.15365828,1.409520461,0.949182307,0.12855977,4.619013716,0.740811048,0.282371479,0.549764474,0.26211879,8.155746871,0.088787143
345,1622.500084,243.3705836,243.3705836,19.45508971,11.74026188,1.591469018,13.61735438,0.024570454,0.126090139,0.022283058,0.109478196,0.006988968,0.076811113,0.772157282,0.384671752,0.057195272,1.581757005,0.089080474,0.063684708,0.164624816,0.095554818,0.289694634,0.023313722
346,871.5010363,130.720636,130.720636,1.276321757,3.941436138,2.571014356,21.93349518,0.052228558,0.131863628,0.049531215,0.116137549,0.015829627,0.125431315,1.178739634,1.510073278,0.097149981,4.280631396,0.234781832,0.17083163,0.36104124,0.187601468,0.699384727,0.204843182
347,214.6355554,32.19166157,32.19166157,0.0252217,1.093361071,0.712924346,5.058971084,0.031396748,0.02243186,0.028530412,0.020598112,0.009182292,0.027692158,0.27531051,0.171827056,0.025638986,0.707140115,0.036510138,0.028099391,0.071175828,0.04067589,0.124725859,0.009586747
348,1224.681932,183.6983437,183.6983437,1.220749085,1.455800263,0.949918441,7.764305528,0.03477535,0.04767892,0.032577745,0.04169094,0.010599711,0.042017585,0.421236859,0.283627271,0.034601524,1.227139262,0.066543334,0.049673905,0.113093016,0.059884346,0.406677986,0.034555143
349,214.1920292,32.12425516,32.12425516,0.054046203,9.154216441,1.497745345,10.83174763,0.026203383,0.068177753,0.023817726,0.057614377,0.007666236,0.059455701,0.59042108,0.404761529,0.059955651,1.695264657,0.087379793,0.061140739,0.169280715,0.090897249,0.250845446,0.023673509
350,64.45,0,0.450807859,3.479658823,5.723274089,21.5305086,0.090524407,1.47266529,10.16069314,51.52671109,0.152145441,14.25471484,0.305655284,0.224128752,0.207675678,5.313152908,2.199071921,1.31,0.55998293,0.340758726,0.391416379,0.050657652,0.0244296
351,67.49195957,0,19.66584914,4.195137098,7.183511131,0,7.155013935,0,17.12039796,70.02682058,0.193206504,17.93139053,0.387443415,0.28422142,0.263325249,7.07650402,2.322442147,1.562140765,0.64760659,0.40020122,0.457052563,0.056851343,0.0244296
352,64.45,0,0.154526802,3.576079183,5.596645192,0,0,0,6.683908809,45.87043599,0.147806546,14.18917436,0.297746779,0.218185214,0.202214398,4.627212707,1.542992607,1.31,0.413094825,0.250366046,0.286496303,0.036130257,0.0244296
353,64.45,0,0.940950123,12.2117278,18.10145314,0.162506822,0,0,22.70203278,134.4767144,0.384615608,36.38124822,0.771872072,0.566515357,0.523619408,13.50775816,4.294584282,1.69750428,1.314409216,0.813504878,0.934976415,0.121471537,0.0244296
354,62.21303835,0,36.90627391,16.97350203,25.91958397,1.566536941,0.03982721,0.252238999,92.97107362,205.570098,0.558356166,51.70940616,1.117038571,0.82082431,0.757380406,20.92045862,4.425989793,2.95504137,1.331200079,0.822285679,0.945655228,0.123369549,0.0244296
355,64.45,0,0.338166291,6.355025944,8.898748909,0,0,0,9.625766697,56.38641683,0.181161908,17.46527576,0.364785527,0.267556695,0.247235824,5.741209795,2.04179883,1.31,0.569578467,0.346663672,0.398270333,0.051606662,0.0244296
356,64.45,0,0.585043167,8.014191757,11.80041199,128.493267,420.5086791,3.622189481,25.23332213,85.72770836,0.25683744,24.28979703,0.515752741,0.378527581,0.349755504,8.790729813,2.168115543,1.31,0.617945659,0.376428098,0.432818328,0.05639023,0.0244296
357,64.45,0,0.258332075,4.489139974,6.11007389,4.013737048,0.023001358,0.402523773,11.46222973,35.27923772,0.117449558,11.39597793,0.236766345,0.17362899,0.160386659,3.611203233,5.80468334,2.74965983,1.73410741,1.072390592,1.229647357,0.157256765,0.0244296
358,205.6167608,12.74522917,1658.81,0.007722986,69.59516557,0.102903192,22.04600798,1.329512521,0.212722003,5.318050085,0.287174705,0.63284796,0.220699079,0.566372334,0.345673255,11.32744668,0.090406851,15.41,3.606595695,4.918085277,1.311489344,43.36404158,781.0628067
359,4.172105958,16.71387121,1658.81,0.008023027,189.1066819,0.106901017,40.87594865,1.381164546,0.220986327,5.524658185,0.298331542,0.657434324,0.229273314,0.588376097,0.359102782,11.76752193,0.093919189,15.41,3.606595695,4.918085277,1.311489344,31.28868624,715.349314
360,287.1403613,6.715397043,1658.81,0.003596447,8.214866673,0.047920055,0.537878175,0.619128644,0.099060583,2.476514576,0.133731787,0.294705235,0.102775355,0.263748802,0.160973448,5.274976047,0.042100748,15.41,3.606595695,4.918085277,1.311489344,21.34445101,403.0579799
