Health Region,Agriculture...Forestry.NH3,Agriculture...Forestry.PM10.FIL,Agriculture...Forestry.PM10.PRI,Bulk.Terminals...Plants.NH3,Bulk.Terminals...Plants.PM25.PRI,Bulk.Terminals...Plants.PM.PRI,Coal.PM25.PRI,Coal.PM.CON,Coal.PM.PRI,Coal.SO2,Coal.VOC,Commercial.Institutional.Coal.CO,Commercial.Institutional.Coal.NH3,Commercial.Institutional.Coal.NOX,Commercial.Institutional.Coal.PM10.FIL,Commercial.Institutional.Coal.PM10.PRI,Commercial.Institutional.Coal.PM25.FIL,Commercial.Institutional.Coal.PM25.PRI,Commercial.Institutional.Coal.SO2,Commercial.Institutional.Coal.VOC,Commercial.Institutional.Gas.CO,Commercial.Institutional.Gas.NH3,Commercial.Institutional.Gas.NOX
162,36.40709545,36.40709545,2.633097039,745.4177539,0.089320527,1.15464633,0.027477731,10.23444578,0.147544192,0.031547599,0.147544192,0.027477731,0.008074335,0.034660264,0.388534511,1.334097935,0.206537861,7.629443842,1.506413202,0.024034441,0.8302829,0.074252116,32.51163056
163,42.82117896,42.82117896,1.844681135,515.5541567,0.098061016,1.276732189,0.033042609,11.3277426,0.147544192,0.034522654,0.147544192,0.033674126,0.008074335,0.043483207,0.423909299,1.224186605,0.185273504,5.692749266,0.877882238,0.024034441,0.62794183,0.074252116,17.22673308
164,38.10437861,38.10437861,2.498541441,73.81357361,0.080662999,1.02304968,0.028390447,9.081810176,0.147544192,0.028544377,0.147544192,0.024067858,0.008074335,0.030902945,0.340944567,0.984669841,0.151801158,4.579527451,0.705554307,0.024034441,0.500828238,0.074252116,13.85131866
165,8.191479724,8.191479724,3.508042177,5503.407248,0.147889563,29.47181564,0.074530509,27.11685041,0.147544192,0.217455636,0.147544192,0.206825285,0.008074335,0.090120435,0.875463841,2.017573551,0.309752677,9.372202252,1.381419597,0.024034441,1.002734293,0.074252116,27.70207499
166,16.74796579,16.74796579,2.264155989,31.7490576,0.086554819,2.272711668,0.030994877,10.68253488,0.136107237,0.105261078,0.136107237,0.095767973,0.008826406,0.04288901,0.419391053,1.055143532,0.163583607,4.896040606,0.756431171,0.023975819,0.534703245,0.074031519,14.80860067
167,7.193510118,7.193510118,1.715897794,7.528459384,0.066496251,0.87100317,0.018754089,7.760544828,0.147544192,0.021906103,0.147544192,0.018754089,0.008074335,0.028754089,0.292599007,0.842194945,0.135564394,3.91461765,0.600076282,0.024034441,0.422439496,0.074252116,11.84089316
168,4.785339821,4.785339821,2.470056683,6844.95235,0.088667715,3.593081962,0.029555905,10.1337614,0.087750282,0.040503816,0.087750282,0.034817035,0.004957002,0.038824119,0.384270045,1.085722798,0.168168269,5.041633825,0.780251868,0.024034441,0.551139346,0.074252116,15.25900562
169,7.622998922,7.622998922,3.382144874,22.78915424,0.090592966,1.14971871,0.035465082,11.0280523,0.105262923,0.068437154,0.105262923,0.065006558,0.005925804,0.042633212,0.431570223,1.110123837,0.176239878,5.148116436,0.794395697,0.024034441,0.561601801,0.074252116,15.56739812
170,15.84843991,15.84843991,3.05951873,595.4668686,0.106791723,1.344488464,0.036510665,11.90845839,0.147544192,0.03674313,0.147544192,0.029770294,0.008074335,0.04563011,0.452431533,1.294414793,0.20133192,6.01098025,0.927687041,0.024034441,0.654910478,0.074252116,18.1754884
171,8.594322197,8.594322197,0.896634443,7.762364455,0.032230038,1.920057118,0.012340515,4.071758647,0.147544192,0.013821706,0.147544192,0.011667831,0.008074335,0.014202431,0.150271713,0.648687087,0.078859215,3.756150187,0.702555622,0.135510138,0.419166421,0.138367101,16.09883301
172,5.91200683,5.91200683,15.01023472,48110.0354,0.724572239,9.615991838,0.296256361,86.3315164,0.14506976,0.727811152,0.14506976,0.674932302,0.008074335,0.364900897,3.295018238,10.26586512,1.49176418,47.77100569,6.635892208,0.009393137,4.793093369,0.029243699,137.5771436
173,31.4684022,31.4684022,4.423752352,217.8762848,0.177744742,6.624587577,0.064784184,19.93953491,0.147544192,0.068947045,0.147544192,0.053994445,0.008074335,0.077225558,0.757718502,2.796424345,0.339932939,12.51819569,1.841781762,0.032912327,1.358273276,0.056335889,35.82643213
174,8.551381403,8.551381403,11.41046492,7073.979675,0.35245217,4.33512828,0.121750546,41.42804085,0.16142391,0.369076537,0.16142391,0.347199029,0.009199396,0.175854371,1.634409578,4.452394945,0.663534516,20.42087713,3.122212437,0.024262835,2.247167599,0.077932207,62.24141261
175,32.60823026,32.60823026,1.473198513,463.4620786,0.034926186,0.457293623,0.012381102,4.084398912,0.147544192,0.012468154,0.147544192,0.010408524,0.008074335,0.012700295,0.153123278,1.076402167,0.065776846,5.020720654,0.520002105,0.169160323,0.429451121,0.127368517,6.459151217
176,19.4693354,19.4693354,4.016888657,14.02397853,0.165294766,2.08216959,0.05707669,20.47040294,0.262484062,0.216314658,0.262484062,0.205209582,0.017313062,0.084241493,0.813396883,4.033591636,0.37453834,17.7986105,2.198315022,0.036908468,1.757553164,0.102507913,39.73310276
177,39.63406494,39.63406494,3.078842747,12.73087338,0.104719372,1.509980171,0.036854015,11.92292544,0.147544192,0.038841842,0.147544192,0.033446369,0.008074335,0.044024773,0.451324417,1.36058846,0.202360571,6.305294985,0.930090771,0.024034441,0.662022544,0.074252116,18.19653407
178,9.107043675,9.107043675,3.524376974,1477.383258,0.175020137,2.186971164,0.061330612,23.00160252,0.206625372,0.175521975,0.206610382,0.165183734,0.006730363,0.096825016,0.930747901,2.122419364,0.332487463,9.832696379,1.522697247,0.023929811,1.076719644,0.073965278,29.52892605
179,81.33160293,81.33160293,1.617410553,401.1496875,0.116600111,1.471296309,0.052901339,15.2125939,0.305937513,0.255501541,0.226629912,0.164828477,0.020764487,0.06775619,0.647730583,1.501875465,0.225108694,6.957324284,1.035615973,0.019930073,0.738811698,0.07001683,20.98959282
180,27.9266255,27.9266255,2.743270732,46.63210451,0.098382373,1.243028088,0.033991568,16.78177104,0.450020594,0.410871854,0.450020594,0.401894819,0.031194328,0.073010248,0.696519859,1.301761611,0.201728688,6.068501428,0.904292402,0.016563248,0.653562683,0.051244479,17.89161746
181,12.1901905,12.1901905,27.44981566,37.93849116,0.94243227,11.51462773,0.339877822,107.0100333,0.018607956,0.758255392,0.018607956,0.699811794,0.001292757,0.448879742,4.182981448,11.31352774,1.768596124,52.08572759,8.061118108,0.024034441,5.70258085,0.074252116,155.9799841
182,2.54481025,2.54481025,107.3695058,187.193793,6.311414043,76.86602715,2.312838857,720.6965311,2.073449775,5.801665393,2.073449775,5.380284415,0.156845916,3.098331498,28.20442748,79.55353049,11.89768944,377.2141759,58.87313407,1.606613234,40.84203546,0.840109817,1142.962641
183,301.1799389,301.1799389,45.17511925,254.8520366,1061.082779,1724.813761,0.2,63.72563706,13.03738069,14.55328465,4.110186267,5.616090225,1.505903959,97.224,99.403118,478.6762759,1.331788698,8.273787351,9.523717464,0.702162738,0.80338184,0.696852015,0.798071117
184,1050.192581,1050.192581,157.5237855,33.75938905,89.48325683,96.47666326,0.373826338,7.947983496,5.696244561,6.671281988,2.800832953,3.769460683,0.965037427,97.224,99.403118,64.51873313,0.629910114,12.45018746,19.69016322,1.276442132,1.42346745,1.267635695,1.413082283
185,562.3430169,562.3430169,84.34818058,462.0714519,685.477622,1652.54461,0.310023054,6.592433664,4.723029297,5.532112166,2.323097203,3.124863561,0.801766357,97.224,99.403118,53.5131852,0.52247726,245.7754417,370.5056244,11.83029237,13.4915533,11.65348908,13.31475001
186,634.8497055,634.8497055,95.22282647,358.3749781,422.067371,2637.626068,0.404053765,8.602471729,6.166133549,7.218857395,3.030915761,4.080685857,1.045729977,97.224,99.403118,69.83244529,0.681780976,196.080739,285.8937784,27.90419443,31.79203717,27.63876695,31.52660968
187,260.0866612,260.0866612,39.00799613,380.0741637,347.3183635,476.5344881,2.231728928,46.94177772,33.68424946,39.41448203,16.56785839,22.29809096,5.723226469,97.224,99.403118,381.0794168,3.722881547,31.49187085,35.2421668,0.075169204,0.198019883,0.045905693,0.164948152
188,7.551638274,70.01042487,0.513655246,2.358076996,46.21638037,0.233326411,45.97071221,0.467716838,172.1743344,6.412949888,5.514081473,4.881610978,9.372828665,5.670890543,699.2451,56.7524,211.186394,47.6598899,34.0153523,66.8816735,13.26060334,2.111,33.19155
189,0.609429787,42.63225773,0.282251542,0.317473543,4.022430568,0.012991433,53.18818153,0.559401259,206.2945497,7.663230027,6.589235828,5.836199521,10.84104522,6.384685704,699.2451,56.7524,211.186394,47.6598899,34.0153523,62.12947639,13.26060334,2.111,31.99245079
190,5.496641902,53.06198612,0.528953863,0.751315825,12.12579216,0.041516609,123.6759114,1.336089251,504.3618258,18.28767023,15.72492203,13.93427785,25.14715838,18.01654955,699.2451,48.92368643,273.9299173,47.27624436,33.35408831,89.40601523,41.08022232,20.84343065,33.19155
191,15.08597048,43.36705003,0.857396824,1.065716266,25.4060656,0.084177074,97.02793562,0.998706998,369.8885552,13.68439361,11.76648216,10.42063874,19.72473263,28.08844963,736.0186383,56.7524,201.8069999,63.05231868,45.46705333,88.92600328,27.65566598,37.09852124,33.19155
192,4.900099125,79.44683708,0.717987467,1.106954525,26.10583242,0.111457578,64.53734722,0.631177555,241.5952793,8.649450985,7.437182935,6.586061387,12.85023763,24.95241831,699.2451,56.7524,211.186394,47.6598899,34.0153523,66.8816735,13.26060334,2.111,33.19155
193,2.522247438,64.66728596,0.432518542,0.380187207,10.90010723,0.037381027,40.52391366,0.347579862,129.6663317,4.776560459,4.106876002,3.631437534,7.994303133,16.83806674,646.0815824,60.7825019,210.5566999,45.61631403,32.75278522,67.07370305,12.34850636,1.96605081,64.03345376
194,4.223685581,103.7066624,0.864086178,0.669383295,9.074803524,0.054652422,118.3421487,1.20941267,467.749315,16.56287402,14.24169134,12.61627011,23.75096789,46.29799416,699.2451,56.7524,211.186394,38.83087424,27.6889864,54.43718687,10.80636774,1.873363548,27.16951488
195,0.068222388,17.8,9.579255545,18.25480258,19.46866238,24.24575606,2226.156365,79.07824584,68.13697723,57.23456642,119.487679,3.78,647.1,66.2,41.42,51.164,32.338,42.088,72.24428,780.9853245,25.13514039,967.696731,122.0921398
196,67.53136624,67.53136624,7.539221876,1.955927805,450.212346,43.13879652,1.075405079,23.09265031,0.928592099,9.914498255,0.180390529,114.423271,143.9700897,2.215963438,45.66664292,0.216840904,59.69331438,0.231135015,0.231131688,0.647368125,0.014320057,7.893860162,0.280752507
197,91.50742813,91.50742813,26.12916094,19.01121631,3361.041878,227.5561639,7.369408189,75.94628911,4.60166299,36.14725181,2.496687104,114.423271,494.2056652,7.190687855,163.1294197,0.695604111,266.6215592,3.452223095,3.452067525,6.140863048,1.380400461,7.736738083,0.997505322
198,191.4186791,191.4186791,15.0066665,0.775701106,841.9441037,169.1681059,0.021538584,71.05323296,0.014911327,22.09912413,0.000749168,114.423271,101.5448838,0.719588851,57.41016579,0.324689005,68.2024955,0.188343157,0.188343157,0.38347545,0.012657046,7.893860162,2.307052882
199,117.9593029,117.9593029,6.803449025,1.118013885,217.1441487,24.96454689,3.120025139,30.11812027,1.873538411,11.993947,0.510313038,114.423271,311.1445274,2.078648878,34.20926335,0.191434164,40.74102929,0.384828432,0.384828432,0.977666441,0.025570912,7.893860162,0.288273461
200,45.43630444,45.43630444,16.82405807,0.022446837,316.561292,40.09199866,2.838468265,99.29733439,1.473820061,32.54932903,0.098729331,114.423271,109.9668739,0.249837444,64.02909412,0.405260823,79.93014297,0.540946267,0.540946267,0.9097442,0.048264055,7.893860162,0.500227759
201,283.2306865,283.2306865,49.06906621,0.116526907,640.6182903,113.932055,5.462257397,355.4397313,4.004357374,105.1526931,0.393831428,114.423271,416.3427095,1.123944156,269.32704,1.432931976,315.2609327,0.884285513,0.87851849,2.750988794,0.069140207,7.945349245,1.82180687
202,2.196667879,27.79,1.2347784,1.384924205,4.357952285,3.820425426,6.961068346,0.035035795,8.377321038,0.091292636,0.121464325,0.085106891,0.114984314,0.028741772,2.08,0.198085555,0.049797428,0.465186036,0.082354345,2.101494608,0.120329183,0.256122629,0.088869826
203,5.33752981,27.79,1.773464887,20.02362672,6.38849289,5.637890013,11.92869861,0.052057889,15.58524403,0.288036093,0.351140598,0.278716506,0.341438838,0.060912466,2.08,0.314095185,0.099721337,0.757802225,0.122366093,3.273364436,0.187998466,0.391225181,0.139309051
204,9.588524103,27.79,1.2347784,23.55736992,32.64085328,21.84821728,38.94777507,0.199322127,45.98006146,0.774939208,0.962602446,0.738965826,0.925992259,0.185637429,2.08,0.668869371,0.253085102,3.293708381,0.468522069,11.86638246,0.679139865,1.443076651,0.502131587
205,4.029978225,27.79,1.252479252,11.25190254,17.91452983,8.754918372,14.24340641,0.071331616,18.24051866,0.189300248,0.251041401,0.176807134,0.237939676,0.060034625,2.08,0.275757907,0.104353554,0.951167979,0.167670479,4.289582844,0.243845822,0.518570577,0.180443877
206,98.42381382,78.31416083,1122.113147,2.877349485,595.980567,607.9585733,1623.919989,31.17845661,7.169098275,151.1339494,262.8588046,322.918463,65.12633328,121.3999573,8.729674525,22.16381032,27.95968754,29.76335712,2.410475393,3.108919067,0.555451001,0.685336872,0.313992088
207,70.00853947,7.19030851,356.7962326,8.91537643,539.7742273,577.2053227,2255.758355,15.10674504,4.30856397,100.3397916,247.4224376,284.4703796,53.49872833,88.00127681,2.284071843,8.015339539,12.37594044,18.66821609,2.639,3.393,0.612820676,0.761055446,0.357453818
208,37.9140393,1.18280556,21.80660005,2.428652936,366.2313848,376.9049904,2361.050337,103.6059251,18.45442235,488.1886325,312.4284916,345.4205699,78.31285548,109.895862,14.04474238,26.75062437,53.01941243,634.9594826,2.639,3.393,0.608614084,0.750902287,0.344020202
209,438.1753046,87.61834141,3030.00219,6.320634149,633.6783491,661.9628288,4562.674759,63.54152409,0.950099592,84.25570209,243.0465548,409.8207613,51.12691314,205.8665954,1.221055489,7.135361618,8.316818397,2.660215367,2.652650531,3.427411722,0.701929213,0.844826959,0.391405099
210,1.894901246,140.5708106,0.761555552,0.864947,0.696111052,0.018277712,5.793965321,4.068840047,80.94852519,0.874031899,0.11615,0.179895639,0.11615,0.179895639,0.063745639,120.8835189,162.407256,1.381599764,19.05255948,16.40632014,16.5566872,31.91230411,22.4326556
211,49.70443499,90.2308311,0.561680412,0.864947,0.690643315,0.012288116,3.636091684,2.5483344,50.02230585,0.484932499,0.11615,0.179895639,0.11615,0.179895639,0.063745639,67.13892073,121.2017187,1.055556235,14.55634549,12.53459213,12.64948887,23.91007731,10.01329034
212,2.098405441,168.0378776,0.947326035,0.864947,0.690643315,0.012288116,24.95500688,20.89108934,116.1910739,1.019167825,0.11615,0.179895639,0.11615,0.179895639,0.063745639,126.3236717,238.6100528,2.117261408,29.19749177,25.14220712,25.37264308,46.95010422,19.32745785
213,3.183919292,348.2377166,13.17748661,0.540974685,0.452822206,0.012288116,24.22660448,19.63832678,152.402928,2.16102416,0.077066292,0.119361944,0.077066292,0.119361944,0.042295652,160.1323626,289.4712767,2.320386059,31.99866598,27.55432368,27.80667454,55.35789021,20.00741044
214,2.916269857,140.4474014,0.829839572,0.534169989,0.489351821,0.007889917,2.858607868,1.752045758,64.41619029,0.86565709,0.11615,0.179895639,0.11615,0.179895639,0.063745639,79.71824762,161.435116,1.435590523,19.79708985,17.047441,17.20374836,32.31908346,7.822378841
215,1360.08737,949.9771125,949.9771125,0.105015119,0.27,114.7315635,71.61382105,19214.4625,26.66187195,16.21773947,0.03144944,25.29353381,12.20863091,15.20461662,1.527897884,4.249426718,1.031768605,26.3005951,0.155423625,153.3188621,4.998525843,253.5864228,0.443063513
216,427.7817116,557.7070142,557.7070142,0.11,0.27,34.45354453,37.55596986,26157.90413,35.15965259,2.184539663,0.004069598,3.385896526,5.599334617,6.424586214,0.761759132,1.587010729,0.825251597,24.565,0.007519909,26.07471031,0.970455024,35.51565624,0.28944278
217,955.2073842,2658.153349,2658.153349,0.11,0.27,77.80895287,33.03104592,780.2047317,0.928886222,5.356629857,0.022953653,10.38782057,9.226669825,11.62085319,1.154708452,3.228050497,0.779758871,23.70312211,0.055697598,106.7112222,3.242369236,127.0818251,1.041671446
218,1771.659026,2754.051078,2754.051078,0.11,0.27,65.0366028,26.5849985,766.0691075,2.50915442,2.707950519,0.144714785,4.61928684,3.084779364,5.050872838,0.386057036,1.431694324,0.260699052,27.75709485,0.026361905,38.2024381,1.428493505,45.53481078,0.283371163
219,1337.533156,2044.691007,2044.691007,1.010190102,0.27,100.2168608,51.7084836,21210.28298,62.63602378,15.27405433,0.023418265,30.57722166,9.189915939,12.70860179,1.15010874,4.007369522,0.776652748,24.71925126,0.170215781,137.5356242,4.199567175,225.612637,0.332996276
220,71.8734183,10.77589032,10.77589032,0.186604989,0.843332609,9.572188837,0.007022753,0.066913789,0.651765342,0.039618949,0.006637143,0.261129472,0.00654461,0.03336624,0.004748996,0.019995453,0.006868649,0.831023858,5.00E-04,56.28742416,83.28326073,0.630635804,235.0096923
221,77.84802701,11.67482005,11.67482005,0.032006903,0.843332609,0.155025199,0.007022753,0.060733148,0.603398873,0.04521205,0.007870562,0.294942288,0.007425175,0.037643059,0.005873335,0.022059509,0.008545963,0.943033559,5.00E-04,51.01341465,86.73722493,0.709753981,263.1156937
222,902.0851535,135.3106051,135.3106051,0.731252972,0.843332609,3.720232626,0.007022753,0.558832122,4.562062259,0.311660719,0.048250536,1.889859433,0.049636684,0.261071149,0.036583153,0.152958603,0.058014367,5.919879235,5.00E-04,97.6274833,445.4948017,3.020184082,1189.93979
223,1608.768203,241.3110775,241.3110775,0,0.843332609,0,0.006828147,0.400094067,3.096250807,0.210759225,0.030667258,1.292030291,0.031305575,0.178212017,0.023712158,0.098717298,0.035973738,4.055135274,5.00E-04,169.6017182,421.4462708,3.124995505,1215.987374
224,2205.447134,330.812464,330.812464,0,0.843332609,0,0.007022753,0.242981883,2.367226658,0.206982475,0.026542326,1.236394241,0.03641954,0.157555265,0.029672187,0.09614308,0.033166487,3.438214364,5.00E-04,64.15574559,329.3504814,2.34104134,912.8020396
225,935.6751932,140.3485388,140.3485388,0.249005687,0.843332609,5.981590687,0.007795888,5.062940663,40.93440639,4.000690564,0.461309611,25.66936314,0.622182389,3.660388963,0.518563473,2.142683792,0.547966986,78.50924081,5.00E-04,294.7258124,3152.940524,20.29300321,8267.341198
226,1429.941139,214.4858887,214.4858887,0,0.843332609,0,0.108463377,4.89432909,66.53420175,7.760094817,0.49104933,43.37107671,2.557105695,4.130476411,2.480029984,3.374771802,0.444110526,42.413241,5.00E-04,675.8711557,3304.759251,22.41718834,9085.588434
227,2123.689279,318.5489734,318.5489734,1.046465883,0.843332609,351.6063955,0.006481019,0.317128354,2.980053715,0.225696839,0.032343511,1.397041086,0.031786829,0.189283923,0.024687571,0.106947202,0.039659055,4.380779095,5.00E-04,165.59852,424.8031483,3.272410131,1270.744869
228,16.32959063,1.4939117,68.16366572,16633.36177,0.011852368,301.0601786,0.451622723,96.38132288,0.060033832,1.556381563,0.060033832,1.434047829,0.019894676,1.414669028,0.604445128,5.774742425,3.987308452,0.609757024,0.829746567,1.84887653,0.635547099,1.649566253,0.996568906
229,10.708404,1.58848806,32.2337064,1576.103036,0.01646927,424.8699758,0.375568354,84.7122945,0.064409943,1.005380643,0.064409943,0.940460004,0.021344879,1.092586942,1.770097517,4.104402378,3.070699754,0.471585276,0.655644637,1.372782276,0.481175287,1.19548652,0.712044549
230,10.708404,1.738984942,29.36511008,965.7802455,0.01504585,385.407,0.280557319,58.8463256,0.029342357,0.747008613,0.029336747,0.699062068,0.009728843,0.602158303,0.351147246,3.29985936,2.750090119,0.387457482,0.55568518,1.240677748,0.427605075,1.114040192,0.679071261
231,9.576534128,1.737433517,98.4609678,1257.898408,0.019810545,424.9449403,0.13244942,28.82278263,0.044926279,0.716448539,0.044926279,0.696684602,0.014888168,0.917599148,0.16298207,1.864272463,0.928461031,0.141634024,0.194876056,0.435406788,0.14750401,0.390020034,0.233545143
232,9.452393045,1.899296225,94.21766326,10159.78464,0.01504585,385.407,0.881729585,175.4018606,0.104780879,2.387472314,0.104780879,2.008630168,0.034723446,2.115177521,1.081740506,9.927613499,7.60389202,1.180684017,1.631187136,3.585593423,1.262645126,3.214501056,1.924400569
233,10.708404,1.738984942,14.27246406,1589.507746,0.014621689,373.3151785,0.151559585,32.5500018,0.041956521,0.310569262,0.041956521,0.281309776,0.013904017,0.415368479,0.18909455,1.775635361,1.391580351,0.218896408,0.296396534,0.659902446,0.226616458,0.590295277,0.357305838
234,9.025646731,1.738984942,8.223837278,17803.64746,0.01504585,385.407,0.09138297,17.58994094,0.039493901,0.437902303,0.039493901,0.425232222,0.013087922,0.769276847,0.111646897,1.072636483,0.873176212,0.104599654,0.187075258,0.383784095,0.151033798,0.349724476,0.187840627
235,28.15420063,1.738984942,12.88969453,719.9044293,0.01567382,385.407,0.120709495,25.58032602,0.044926279,0.338016048,0.044926279,0.31732771,0.014888168,0.384992392,0.150831818,1.42689618,1.999198521,0.169027748,0.245756506,0.810207732,0.188330232,0.755621807,0.282544444
236,10.708404,1.794016351,11.53347041,13501.88461,0.013657176,371.3360486,0.078891256,17.27768734,0.060874803,0.16502512,0.060874803,0.152759946,0.020173364,0.519064316,0.098386623,0.954509715,103.5998604,16.55021189,22.36589854,133.8737361,17.19689472,128.7009811,111.4818821
237,11.60623446,2.610571312,21.65794883,35546.10633,0.01504585,385.407,0.106075483,22.59396284,0.051253322,0.38560854,0.051253322,0.370922129,0.016984894,0.565960125,0.13350393,1.258481643,0.812468642,0.127887528,0.171183128,0.382581145,0.131294681,0.341778862,0.207360111
238,846.5596798,3599.954358,3599.954358,443.8996197,386.0863533,183.9800382,0.011848055,0,0.004739222,0,19.74915586,4.796882725,0.005529093,228.6215373,1.27699291,269.5339866,0.585274158,2.911839291,2.602849262,0.042882925,2.514256239,1.753829522,1.802320221
239,1793.577562,4588.208659,4588.208659,0.104551782,0.046190889,0.000568291,0,0,0,0,21.43,0,0,55.06468772,0.403965483,53.16157131,0.914180612,2.358840875,1.728523669,0.362706986,2.514256239,2.319728464,0.868349994
240,1389.594867,4884.779693,4884.779693,75.47413982,185.5219263,138.8238875,1.266938906,0,0.393874489,0,20.04681708,89.19613563,0.033727098,28.16665122,0.197429525,32.8115764,0.15791465,0.512587171,0.445592565,0.017187864,2.514256239,0.593059327,0.234506199
241,1602.279698,6137.506252,6137.506252,23.57626493,59.28697689,40.17824228,11.75143548,2.088544622,2.35700044,0.230903614,31.05070946,197.1345869,0.752431366,48.78739374,0.285703417,51.08292874,0.457895151,1.518300689,1.318034979,0.142875007,2.700989455,1.531816966,0.437957922
242,1353.500871,4009.142174,4009.142174,174.8595167,339.7339222,252.1193517,3.311256999,0,1.964779547,0,23.34081259,102.6232837,0.057360388,50.60799882,0.374934475,58.45826332,0.134995037,0.91853417,0.820518721,0.010036899,2.514256239,0.951083858,0.362969973
243,618.5115849,2645.602223,2645.602223,26.83210016,148.7022464,133.6932639,3.101390218,0,1.432788281,0,23.63773268,83.58185151,0.088233628,9.550581604,0.071680176,11.38395147,0.142344562,0.13114208,0.110069715,0.010714107,2.514256239,0.348996471,0.067040695
244,297.5952595,297.5952595,9.882171289,13.32292269,299.1439092,35.81386904,0.383702585,0.074621845,25.84470508,17.8714575,8.871990876,0.054231649,63.66045196,0.212248089,61.01774089,0.765921393,1.03781323,0.76471369,0.074005874,0.139843715,1.289554217,0.360061053,3.624849613
245,226.9840955,226.9840955,21.92881826,11.86532547,288.0448463,15.18783,0.20523391,0.02125929,25.84470508,17.88841267,36.87123946,0.154365237,155.3320978,0.756455321,186.1960747,2.023186766,3.07134951,1.860970512,0.245825792,0.042756532,2.137199633,1.188962366,11.54866446
246,411.197948,411.197948,19.31194559,63.85177421,574.0200853,22.41917847,2.968010779,0.395471188,25.84470508,22.55035454,16.3782606,0.043836168,70.72745264,0.332403208,89.99236174,1.444710399,1.827833796,1.444710399,0.110403767,0.032723078,1.18984612,0.501140985,4.608351384
247,115.0130534,115.0130534,4.345386472,10.73910487,256.3814484,15.03124057,0,0,25.84470508,17.787125,0,0,49.71103776,0.109856088,66.33953287,0.919965127,1.019711672,0.919965127,0.067195268,0.034190514,1.03983167,0.534754108,1.669268496
248,224.953596,224.953596,4.052349994,7.00722946,259.4733517,19.49831553,1.15848757,0.307786861,25.84470508,16.36002042,16.55381208,0.353724056,23.53061614,0.10456647,27.66660199,0.594229998,0.63869197,0.594229998,0.041170645,0.03123889,0.51791605,0.165836629,1.729909044
249,0.478775408,0.113604615,3.83796366,80.23398973,0.479078768,1.887698207,1.10155042,5.367395381,0.059899452,36.2780055,4.232728906,0.995,4.075,3.313574949,2.43,1.887479402,2.016382367,1.816425051,158.9275101,298.4330289,2.207623033,832.8648136,30.10907606
250,0.605564102,0.06,0.975921,163.987308,1.781398137,2.430033195,0.075186799,0.692597258,0.004311752,3.366633695,0.607555029,0.995,4.075,3.313574949,2.43,1.887479402,2.016382367,1.816425051,42.2088883,65.86923111,0.546562044,196.5423022,7.460371572
251,6.333612647,2.407991313,34.36725428,19.87782251,0.079160328,0.241981316,0.093633898,1.419031673,0.004740968,6.851353156,1.246074202,0.995,4.075,3.313574949,2.43,1.887479402,2.016382367,1.816425051,54.37657438,116.8386098,1.012548137,375.2895574,13.85618753
252,0.463617824,0.127270435,10.84705455,29.86760191,0.077255491,0.260405229,0.563276563,2.669660957,0.02404793,24.01494624,2.374353925,0.995,4.075,3.313574949,2.43,1.887479402,2.016382367,1.816425051,98.34564261,190.0108189,1.71481267,634.1843071,23.4473385
253,2.267998608,12.33797859,40.5505483,499.3207814,1.0583562,5.225255958,3.693559357,37.18242742,0.100044754,224.9216965,33.04425742,0.995273163,4.081282739,3.549903048,3.7989777,2.022096673,2.932781448,1.946279855,352.6476339,1426.237251,9.71451211,3930.363869,132.3802597
254,1.766893946,2.105207428,18.97267471,56.66071538,0.29986417,1.313884281,0.263702646,2.679374492,0.007309409,27.04025274,2.382286684,0.994473539,4.062891395,3.313574949,2.193092512,1.887479402,1.819799618,1.816425051,63.14414988,156.1142389,1.271662418,482.5427923,17.37921474
255,1.334568458,19.39799558,57.39697938,27.03338293,0.122353697,0.431887326,0.245396889,0.963263029,0.009730453,4.48565061,0.895024972,0.995,4.075,3.313574949,2.43,1.887479402,2.016382367,1.816425051,34.21381952,89.88252642,0.744154843,273.0908352,10.16157005
256,1.064543233,0.717138718,30.70117203,16.11426523,0.147142143,0.48057736,0.273338643,0.942351746,0.007502949,4.942812257,0.874145012,0.995,4.075,3.313574949,2.43,1.887479402,2.016382367,1.816425051,50.60216814,54.26041162,0.479462092,173.032186,6.553997607
257,2669.605952,2709.767291,2709.767291,6.06,1737.713414,86.92464344,65.91435345,0.035714618,40.47407312,14.28584713,17.53706813,1.666682166,2.987748394,1.238106752,27.4,384.2961061,0.287265777,40.8945122,48.9265515,0.156685606,0.815949141,0.087002396,0.744003013
258,2915.908209,2804.176971,2804.176971,6.06,1869.587964,86.1166305,1.321560448,0.007929363,2.907432986,3.171745075,3.446629648,0.370036925,0.644921499,0.274884573,27.4,46.60350764,0.013215604,8.335833871,9.923556976,0.016083673,0.052138757,0.009123746,0.043214285
259,4518.367633,3101.178633,3101.178633,6.06,3205.90607,115.3025622,2.21249911,0.013274995,4.867498041,5.309997863,5.770197678,0.619499751,1.079699565,0.460199815,27.4,78.0215686,0.022124991,14.09633163,17.13907397,0.035271997,0.136244521,0.021189148,0.12129299
260,1549.538406,2182.255782,2182.255782,6.06,3027.153228,90.27503534,1.452223034,0.008713338,3.194890675,3.485335282,3.787397673,0.40662245,0.708684841,0.302062391,27.4,51.21119307,0.01452223,12.77702025,12.45157398,0.018635725,0.384504906,0.011146973,0.374698072
