"","order","STUSPS","orderReg","GEOID","Agriculture...Forestry.NH3","Agriculture...Forestry.PM10.FIL","Agriculture...Forestry.PM10.PRI","Bulk.Terminals...Plants.NH3","Bulk.Terminals...Plants.PM25.PRI","Bulk.Terminals...Plants.PM.PRI","Coal.PM25.PRI","Coal.PM.CON","Coal.PM.PRI","Coal.SO2","Coal.VOC","Commercial.Institutional.Coal.CO","Commercial.Institutional.Coal.NH3","Commercial.Institutional.Coal.NOX","Commercial.Institutional.Coal.PM10.FIL","Commercial.Institutional.Coal.PM10.PRI","Commercial.Institutional.Coal.PM25.FIL","Commercial.Institutional.Coal.PM25.PRI","Commercial.Institutional.Coal.SO2","Commercial.Institutional.Coal.VOC","Commercial.Institutional.Gas.CO","Commercial.Institutional.Gas.NH3","Commercial.Institutional.Gas.NOX"
"1",1,"PR",1,72001,17.49826926,7.4582787,348.8179577,11.22998439,22.88662295,8266.668192,644.4462992,19.06781495,9.228262559,17.11014746,1201.050737,660.8392827,0.655661001,3481.675838,109.7095399,107.3093325,522.2882265,47.7703966,7302.69474,282.1034453,303.5290233,99.56592186,120.9915
"2",2,"NE",285,31039,2014.18,302.12,302.12,21.36605049,2.719315517,4.739378473,0.144943112,0.015561377,0.027121257,0.01155988,1.02638397,0.000555763,4.66064026,0.027187068,5.548381262,0.01,0.028851583,0.00596451,0.01789353,0.033290288,0.305160969,0.115070765,0.018411322
"3",3,"WA",320,53069,0.136993794,1.83,3.4627138125,0.11638677,0.004939563,0.012435133,1.481519566,1.218212324,2.613658361,631.1755,88.089,76.599,49.7895,0.364579968,0.01388876,0.434023771,0.000857197,0.002256924,0.001866302,0.001399727,7,0.629999995,0.002604143
"4",4,"NM",263,35011,0.8,6.1467825865,0.749995652,0.013363565,0.156090819,0.000273844,0.051934137,9.11e-05,0.758263283,0.004423202,0.902694384,0.001782821,0.004694011,0.000970396,0.003881586,0.002911189,1.5543153,2.3116,0.049648191,0.02997258,0.004795613,0.11989032,0.006474077
"5",5,"NE",2,31109,2110.82,316.62,316.62,9787.501742,73.27827629,140.3031126,6.136072627,0.658780803,1.148160829,0.489380025,43.45129957,0.023527886,218.3531822,1.150946896,278.8341216,5.17231,6.288413033,4.96231,1.112200967,77.60932273,14.49179169,4.871446196,0.779431391
"6",6,"NE",292,31129,1855.65,278.34,278.34,0.249096659,0.031703211,0.055254168,0.07782128,0.008355045,0.014561651,0.006206605,0.551074922,0.000298394,2.502340297,0.014596985,2.978976544,0.005883479,0.015490678,0.0032024,0.009607199,0.017873859,0.16384371,0.061782544,0.009885207
"7",7,"SD",280,46099,9.08,0.03,5.93,2.419528791,4.005513995,2.348897018,28.28049548,66.2446421,0,0,0,0,0,0,0,0,1.66,0,495.82,610.9635639,1.558603328,140.0073241,3.103173684
"8",8,"TX",143,48327,242.59,25.89,25.89,0.03,0.93,0.001083,350.27,0.45,0.28,0.001687,0.34,0.002499737,0.005894474,0.001479539,0.004874276,0.003394737,0.002065,0.01,0.001409564,0.03,0.01,0.008319804,0.01
"9",9,"CA",383,6091,30.01704325,14.94,14.94,0.00140484,0.067447917,0.072916667,0.128787192,0.054892901,82.10108056,0.942680018,0.002639082,8,0.245,4,0.07,0.8,0.04,0.3,56.57,2.51,0.79372248,0.004630048,0.944907715
"10",10,"KY",202,21053,0.96,27.79,1.2347784,0.126529299,0.975812201,1.064522401,1.699522665,0.009913882,2.023241268,0.003995902,0.010520855,0.002174984,0.008699937,0.006524953,2.08,0.162425565,0.012139448,0.11127827,0.023303347,0.588392421,0.033760001,0.071661132,0.024960375
"11",11,"OH",218,39063,1949.963985,4173.89,4173.89,0.11,0.27,257.9174389,30.69,0,0,1.548720734,0.009473558,3.459908023,3.808081863,4.129908228,0.476577617,0.798403982,0.321826365,24.565,0.017505487,40.15541015,1.529729855,47.80405855,0.309940903
"12",12,"TX",144,48189,4102.88,603.89,603.89,8.54,264.5,0.3,350.27,0.45,8.71,0.05,10.38,0.07,0.19,0.04,0.16,0.11,0.06,0.57,0.041643636,0.59,0.02,0.21,0.009789
"13",13,"AL",114,1027,543.2717732,238.3,238.3,9.0767202215,3.941124667,1.31,0.37,0.13,0.14,0.08,0.09,0.01,856.2413385,6.197,5.89,0,0.015877269,0.000381161,0.06,0.07,0.03,0.04,0.01
"14",14,"TX",144,48011,805.89,114.1,114.1,0.03,0.93,0.001083,350.27,0.45,0.32,0.001921,0.39,0.002748789,0.006143526,0.001685487,0.005080224,0.003394737,0.002352,0.02,0.001487964,0.04,0.01,0.008553044,0.01
"15",15,"OH",218,39003,618.3625239,1626.78,1626.78,0.11,0.27,167.5133219,5.53,138.73,0.34,2.622929345,0.016044515,5.859735771,6.449406562,6.994455,0.807136747,1.352185186,0.545048438,24.565,0.029647473,60.0614605,2.28805566,71.501742,0.309940903
"16",16,"GA",78,13189,260.8628418,33.6,33.6,4.45,132.46,5.55,0.10323,0.36218925,0.03,0.3,0.285912118,0.045745939,1.14364847,0.061757017,0.136094168,0.047461412,0.121798562,0.074337151,0.475,2.435971242,0.019442024,22.44,96.23159766
"17",17,"WI",246,55111,336.24,336.24,7.89,5.089571975,278.9748572,15.18783,0,0,25.84470508,17.787125,0,0,10.948028,0.05,13.43515,0.121633861,0.190789098,0.121633861,0.009155237,0.03123889,0.130789098,0.0776509,0.735744557
"18",18,"AR",155,5137,0.74,0.74,0.06,12.9,2.95,0.01,0.09,0.01,0.36,0.015356296,0.04,0.0096460805,0.03,0.007143704,0.0225,1.54,0.006154372,33.2,0.272421402,96.50014205,3.744997355,3.21920419,2.795763431
"19",19,"OR",330,41063,2.159590851,4.58,1.697577345,0.010535,0.188934054,73.3048307,68.034650365,14.21217381,49.39557581,35.1834021195,110.2960003,31.0258,87.1,1.42,0.13,3.33,0.00701125,0.01,0.01,0.01,0.05,2.2178500065,0.02
"20",20,"PA",197,42007,42.93,42.93,13.51,3.42686812,2416.237096,329.9773463,0,40.22817955,0,15.9330711,0,114.423271,259.7881597,3.6725164,166.926,0.157118323,109.207,0.23436,0.23436,9.52047454,0.01764,7.893860162,0.31559915
"21",21,"MS",122,28061,1117.221202,241.1,241.1,8.725520729,0.01,2.52,0.13,0.018645935,0.00298335,0.170105289,0.040777603,0.047251383,0.015143713,0.021367494,0.004093781,14.42,0.02,1.044085331,5.86,5.86,5.86,11.39,103.5398291
"22",22,"MO",341,29083,1200.38,180.05,180.05,59.919198,1.91,1.24,8.8,0.0313967475,0.04,0.0285304115,0.03,0.009182292,0.05,0.48,0.303252545,0.040520407,1.235777992,0.069719449,0.053609544,0.124585307,0.070975763,0.249792286,0.020735075
"23",23,"CO",270,8109,0.15,0.155525001,4.682316051,161.23633435,0.870344996,2376.4939845,0.048795024,1.3640999795,1.125571862,0.00268775,0.521945527,0.003044682,0.621363722,0.001227193,0.003231091,0.000667966,0.002671864,0.002003898,1.180000007,0.003728182,0.034175005,0.010423925,0.001667828
"24",24,"NC",68,37037,343.47,343.47,51.52,3271.158549,454.3467291,454.430379,1.316027543,1.430083264,0.153536547,0.267592267,0.11405572,5.65,6.751221298,0.005483448,5.397155764,0.020575075,6.418994957,0.038893015,0.03511392,0.056542784,0.021428864,0.0306,0.17
"25",25,"UT",304,49033,0.136993794,21.280401755,0.779560013,0,0,0,0.17,0.450771982,0.270771982,9.18,0.070201903,0.672921561,0.697,0.180941183,0.2050196205,0.024078433,0.0200025,0.09,0.01,0.009294118,0.01,0.000705882,3.28
"26",26,"OK",151,40001,1.37,45.368,3.884,0.095119245,0.017953645,3.664009228,0.01891408,0.472851994,0.025534008,0.056269387,0.019623358,0.050358737,0.03073538,1.007174746,0.008038484,8.52,83.56306684,0.80718733,11.05892027,9.531258067,9.23096853,17.21962364,4.96
"27",27,"OH",215,39085,21.97976314,129.7,129.7,0.11,0.27,14.73385365,371.26,82241.78976,120.1399456,4.377649665,0.026778176,9.779855635,10.76401182,11.67369363,1.347105258,2.256787068,0.90968181,24.565,0.049481412,130.0934215,4.866225585,155.1045465,0.0093
"28",28,"VA",169,51775,14.635,14.635,5.41,65.83,0.24,2.92,0.08,25.82,0.147544192,0.09,0.147544192,0.07,0.008074335,0.1,0.98,2.82,0.44,13.03,2.03,0.024034441,1.44,0.074252116,39.42
"29",29,"VA",165,51121,12.05,12.05,9.72,3256.202,0.4146065,108.822,0.2363575,85.674,0.147544192,0.764124,0.147544192,0.734124,0.008074335,0.285744,2.67932,5.8315,0.89824,27.064,3.945174,0.024034441,2.885099,0.074252116,79.40698
"30",30,"TN",3,47065,12.33,53.46,5.498,771.2011762,54.69858839,133.3241433,0,0,0,0,0,28,29.94117681,0,0,155.4661151,0.832545672,245.5262799,3.726517856,1.400407391,3.573601304,2.170543587,1.220407391
"31",31,"NM",264,35035,16.67,6.1467825865,15.47,0.982664517,11.47784375,0.020136568,1.597796953,0.002803153,23.32860088,0.136083505,27.7721439,0.05,0.144415148,0.02,0.119420219,0.089565164,1.5543153,2.3116,1.527467915,0.922131365,0.147541018,3.688525462,0.199180375
"32",32,"NM",264,35003,2.58,6.1467825865,2.4,0.013363565,0.156090819,0.000273844,0.042774438,7.5e-05,0.624527291,0.003643076,0.743484871,0.001468383,0.003866121,0.000799246,0.003196985,0.002397739,1.5543153,2.3116,0.040891668,0.024686273,0.003949804,0.098745091,0.005332235
"33",33,"AL",113,1091,200.4477494,513.73,513.73,9.0767202215,3.941124667,1.31,117.25,20.33,21.99787879,9.82,11.48787879,1.667878787,18.8,6.197,455.49,0.54,0.129680207,0.001262097,0.13,0.14,0.06,0.07,0.01
"34",34,"WY",374,56023,2.8,7.17,6.64,0.682951408,0.147517504,0.32508487,290.3020273,11.52325778,9.929232683,9.617963207,17.67205468,0.200000003,13.39,1.299999952,614.5,350,379.7872193,102.3489361,29.78723341,27.49162192,0.620633225,101.5056884,0.03
"35",35,"MO",344,29011,1741.34,261.2,261.2,0.06,0.97,0.63,4.49,0.0313967475,0.02,0.0285304115,0.01,0.009182292,0.02,0.24,0.151635165,0.020261626,0.627986818,0.034886299,0.021814641,0.062305191,0.04049055,0.125524428,0.010369547
"36",36,"TX",138,48057,660.77,87.66,87.66,12.43,384.7,0.44,350.27,0.45,4.59,0.02,5.46,0.04,0.1,0.02,0.08,0.06,0.03,0.3,0.010938764,0.32,0.01,0.13,0.009789
"37",37,"VA",174,51735,14.635,14.635,1.5,0.22,0.02,0.25,0.007804061,2.28,0.147544192,0.00828186,0.147544192,0.006848461,0.008074335,0.009555993,0.08,0.24,0.0334915,1.15,0.17,0.024034441,0.12,0.074252116,3.49
"38",38,"WV",188,54075,0.0413836,46.10491,0.3718375,8.59,171.26,0.91,20.28884168,0.192399481,66.54385323,2.644505364,2.273725439,2.010237871,4.16745901,0.13,699.2451,56.7524,211.186394,47.659889895,34.015352295,66.8816735,13.26060334,2.111,33.19155
"39",39,"TX",145,48077,1067.78,124.31,124.31,0.53,16.42,0.01,350.27,0.45,0.8209,0.004788,0.9712,0.007215263,0.01,0.004203816,0.01,0.01,0.005863,0.0507,0.010258382,0.16,0.01,0.069646559,0.01
"40",40,"VA",174,51095,10.11,10.11,14.04,29.38,0.27,3.31,0.09,29.27,0.147544192,0.1,0.147544192,0.08,0.008074335,0.12,1.12,3.19,0.5,14.78,2.3,0.024034441,1.63,0.074252116,44.67
"41",41,"NE",294,31101,1314.77,197.21,197.21,10.54262707,1.341788899,2.338546367,0.163811156,0.017587087,0.030651781,0.013064693,1.159994032,0.00062811,5.267341508,0.030726159,6.270644652,0.01,0.032607352,0.006740943,0.020222829,0.037623868,0.344885456,0.130050161,0.020808026
"42",42,"NE",293,31137,2373.07,355.96,355.96,23.63794834,3.008466152,5.243326722,0.166884177,0.017917013,0.031226794,0.013309781,1.181754977,0.000639893,6.196154368,0.051302567,7.378279009,0.01,0.083219051,0.0068674,0.0206022,0.038329674,0.391355346,0.132489841,0.021198375
"43",43,"LA",133,22019,368.57,55.28,55.28,10.10915815,0.993775735,0.350528848,1,3,38,77.98,658.072551,5.714271754,2332.762549,80.16806602,68.8937568,62.65708457,127.5526622,31,63.5,55.5,10,16.37298091,5
"44",44,"LA",136,22111,73.9,11.08,11.08,0.014861112,0.009216747,0.017147437,1,3,38,1.76,70.72279726,0.67811812,234.029191,9.25164914,7.970050964,7.270454938,14.59524641,31,63.5,55.5,23.5,42.259462935,17.095238095
"45",45,"OK",151,40135,3.44,45.368,3.884,0.326123428,0.061555412,12.56232907,0.064848334,1.621208347,0.087545251,0.192923793,0.067280146,0.172658689,0.105378543,3.45317378,0.027560542,6.05,303.958352,3.020101142,43.80037867,37.63485378,36.12287122,59.67978441,1.24
"46",46,"AL",115,1049,5868.427037,1341.81,1341.81,9.0767202215,3.941124667,1.31,1.75,1.45,1.58,0.05,0.18,0.13,856.2413385,6.197,64.74,0.01,0.14,0.001953541,0.28,0.3,0.12,0.14,0.02
"47",47,"NY",206,36101,1.872024935,0.653193451,22.11950493,4.24003788,757.57,775.204066,1029.061167,9.25,1.45,55.2346835,260.5114408,297.1961541,55.85179429,90.80650761,13.16471335,46.56019158,59.7249049,1.65,2.639,3.393,0.608614084,0.7509022865,0.3440202015
"48",48,"PA",196,42053,2.31,2.31,0.98,0.04763616,0.8696653,0.2809312,0,1.53162335,0,0.6066261,0,114.423271,9.8910171,0.13982515,2.6144956,0.015251223,3.11249475,0.283131172,0.283131172,0.013383727,0.017837203,7.893860162,0.01867495
"49",49,"LA",129,22105,220.06,33,33,0.130935806,0.08120538,0.151079776,1,3,38,27.23,528.4370562,5.046367643,2145.774646,72.95943259,62.65156668,56.62426856,102.8835301,31,88,3,45,165.6954262,40.81638889
"50",50,"VA",176,51179,5.89,5.89,6.07,11.51,0.31,3.78,0.11,43.94,0.7407264,0.91648,0.7407264,0.89648,0.0557536,0.19288,1.8564,4.9376,0.58,22.16598,3.2139245,0.090474779,2.403039042,0.220074763,66.6442515
"51",51,"MI",220,26109,563.09,84.46,84.46,0,0.843332609,0,0.0070227525,0.03,0.34,0.027933269,0.004608277,0.16,0.004507587,0.019934722,0.003464164,0.014235617,0.005427135,0.52,5e-04,20.4525,76.13883222,0.625765121,227.3893378
"52",52,"IN",228,18073,10.708404,1.738984942,41.202007,40463.68266,0.000912,12.10125,0.062683,13.5975,0.0449262785,0.10161,0.0449262785,0.09161,0.014888168,0.04161,0.073285,0.740113,0.6,0.09,0.13,0.28,0.1,0.25,0.15
"53",53,"GA",79,13025,206.8041151,54.65,54.65,0.47,14.22,0.59,0.10323,0.36218925,0.006082357,0.05,0.074249706,0.011879953,0.296998825,0.016037937,0.03534286,0.012325451,0.031630375,0.019304924,0.475,0.632607498,0.00504898,22.1,58.46655755
"54",54,"GA",84,13171,366.2958838,61.96,61.96,3.22,95.98,4.02,0.10323,0.36218925,0.01,0.1,0.103502782,0.016560445,0.414011127,0.022356601,0.049267324,0.017181462,0.044092185,0.026910723,0.475,0.881843701,0.007038189,24.9,78.58864419
"55",55,"IN",230,18151,10.708404,1.738984942,9.89,603.38,0.01504585,385.407,0.09,18.95,0.0449262785,0.09,0.0449262785,0.08,0.014888168,0.456768,0.11,1.04,0.87,0.14,0.18,0.41,0.14,0.37,0.22
"56",56,"TX",140,48361,164.67,18.19,18.19,16.21,501.6,0.57,350.27,0.45,21.496,0.1,25.596,0.16,0.662,0.09,0.582,0.25,0.15,1.4101,0.084459636,3.24,0.06,0.51,0.01
"57",57,"OH",217,39047,529.4983763,3070.79,3070.79,0.11,0.27,0,30.69,0,0,0.457389394,0.002797861,1.021827369,1.124654831,1.219700996,0.140749421,0.235795586,0.095046165,24.565,0.00516996,22.3519775,0.596265805,47.7933066,4.545799915
"58",58,"MA",367,25015,1.192736432,41.51,0.2850944875,0.009,0.198516129,0.17,31.11611912,13.69618101,21.06460013,7.368419121,0.1625,26.7157,9.6982,14.5713,2.0112,112.1964,18.7099,23.94806156,10.38854675,7.43816158,0.19,0.0536,395.3132
"59",59,"KY",203,21003,0.94,27.79,1.2347784,0.090325678,1.215617675,1.326128373,2.117179707,0.012350215,2.520452033,0.004977893,0.013106351,0.002709486,0.010837944,0.008128458,2.08,0.162425565,0.015122712,0.138624862,0.029030135,0.732989632,0.042056509,0.089271828,0.031094378
"60",60,"NC",68,37001,222.21,222.21,33.33,2.749365158,0.359021868,0.617632038,7.373617983,8.012664875,0.860255431,1.499302323,0.639046892,5.65,37.82666025,0.030723408,19.76242769,0.115280828,23.52669964,0.04,0.02,0.101164808,0.075873606,0.019382,0.27
"61",61,"KS",303,20073,895.31,895.31,134.29,0.031620236,1.894459943,0.011051016,0.013531857,0.12404202,0.110525212,0.017684034,0.448518489,0.02641507,0.055188297,0.01921243,0.047985657,0.028773227,0.100353,0.127214611,0.00766057,0.62955,0.97506069,0.126465,0.47197569
"62",62,"MA",4,25025,0.940977777,280.2458476,0.314869834,0.009,0.198516129,0.17,8.052342945,6.555800806,7.72744374,1.161642934,0.3005,11.798,26.8009,51.9803,6.0943,283.2663,27.16242667,49.62939527,39.0254905,30.25696851,8.5145,0.0536,487.4219
"63",63,"ID",316,16051,178.25,19.22,38.35,0.43,0.004272727,5.9,1.045,0.04,0.39,0.54,0.09,2.59,0.12,0.26,0.09,0.23,0.14,0.01,0.15,0.04,91.18644528,98.94699219,21.34756637
"64",64,"TX",138,48177,1617.17,176.12,176.12,3.08,95.51,0.11,350.27,0.45,3.46,0.02,4.12,0.03,0.07,0.01,0.06,0.04,0.02,0.22,0.010704145,0.28,0.01,0.13,0.009789
"65",65,"TN",94,47115,24.42,2.61,1.09,32.01798751,6.834195669,9.975667896,0,0,0,0,0,28,29.94117681,0,0,4.781344217,0.027891175,5.692076448,0.029598798,0.006118982,0.024475929,0.018356947,0.125
"66",66,"MI",221,26007,157.62,23.64,23.64,0,0.843332609,0,0.0070227525,0.08,0.76,0.05,0.010365183,0.37,0.01,0.05,0.007791785,0.02,0.01,1.19,5e-04,60.07,116.9185205,0.773180729,297.1415032
"67",67,"KY",202,21231,1.29,27.79,1.2347784,0.094464731,1.753246863,1.912632942,3.053541222,0.017812324,3.635168121,0.007179457,0.018902874,0.003907806,0.015631223,0.011723417,2.08,0.162425565,0.021811009,0.199934247,0.041869244,1.057167726,0.06065677,0.12875393,0.044846436
"68",68,"TN",95,47185,30.33,1.13,1.09,39.42383804,5.087437494,8.80457661,0,0,0,0,0,28,29.94117681,0,0,3.785229311,0.022080504,4.50622537,0.023432372,0.004844192,0.019376769,0.014532577,0.125
"69",69,"TX",146,48147,1948.16,258.03,258.03,3.65,112.9,0.13,350.27,0.45,5.32,0.03,6.34,0.04,0.11,0.02,0.09,0.06,0.03,0.34,0.011173527,0.43,0.01,0.14,0.009789
"70",70,"KS",302,20043,2084.24,2084.24,312.63,0.324218753,1.660056882,0.009683665,0.011857549,0.108694201,0.096849838,0.015495974,0.393022934,0.023146712,0.048359805,0.01683526,0.042048353,0.025213093,0.100353,0.127214611,0.006712721,0.62955,0.97506069,0.126465,0.47197569
"71",71,"TX",138,48265,257.77,28.23,28.23,2.93,90.8,0.1,350.27,0.45,19.04,0.11,22.66,0.17,0.42,0.09,0.35,0.25,0.13,1.24,0.041643636,0.62,0.02,0.21,0.01
"72",72,"FL",107,12053,136.53,136.53,14.26,18.12322054,38.065239035,0,0.510795852,0.003133228,1.140328229,1.242176249,1.348098191,0.152587229,0.258509171,0.105921942,5.043887731,0.005870275,13.37,0.03,0.02,0.05,0.01,0.04,0.03
"73",73,"FL",108,12129,220.87,220.87,22.88,18.24000004,38.065239035,5487.0343565,0.054566074,0.000327396,0.120045363,0.130958577,0.142308321,0.015278501,0.026628244,0.011349743,0.530818767,0.000545661,2,0.01,0.004842105,0.01,0.002263158,0.009052632,0.006789474
"74",74,"FL",109,12131,515.82,515.82,72.1,21.6667,38.065239035,5487.0343565,0.179190356,0.001075142,0.394218784,0.430056855,0.467328449,0.0501733,0.087444894,0.037271594,1.743163787,0.001791904,3.97,0.01,0.008434211,0.02,0.004526316,0.01,0.01
"75",75,"MS",124,28017,1035.676704,1207.27,1207.27,22.57898186,0.03,5.05,0.27,0.037128493,0.004340559,0.228413427,0.051184392,0.06108294,0.019008517,0.028407065,0.005138548,14.42,0.02,1.380128054,5.86,5.86,5.86,125.14,71.86119562
"76",76,"AK",337,2130,6.17,2.112170817,7.07,0.94401599,1.861809313,1.136315543,2.379874566,5.234530836,43.58917427,1.66053997,51.89187413,0.1,0.269837745,0.05,0.223135059,0.167351294,0.311351245,2.854053077,69.98416332,0.124755976,11.25614753,0.256450123,0.190594826
"77",77,"MI",222,26035,148.91,22.33,22.33,0,0.843332609,0,0.0070227525,0.05,0.47,0.03,0.006371802,0.23,0.00623258,0.02,0.004789853,0.017389516,0.007504027,0.73,5e-04,69.73,102.8044221,1.001247268,348.2736499
"78",78,"KS",300,20157,3532.06,3532.06,529.8,0.236483733,2.280216731,0.013301264,0.016287262,0.149299905,0.133030756,0.021284921,0.539847447,0.031793802,0.066425938,0.023124534,0.05775667,0.034632136,0.100353,0.127214611,0.009220443,0.62955,0.97506069,0.126465,0.47197569
"79",79,"FL",106,12127,204.83,204.83,20.48,67.21207617,38.065239035,5487.0343565,0.07,0.003114693,0.94,0.5,0.53,0.03,0.06,0.03,2.89,0.020246711,47.665,0.31,0.486,0.819032258,0.396,0.729032258,0.323032258
"80",80,"OK",153,40017,7.81,45.368,3.884,0.674130559,0.127241348,25.96762203,0.134048154,3.351203854,0.180965008,0.398793259,0.13907496,0.35690321,0.217828251,7.138064209,0.056970466,12.58,415.2316076,3.583161791,50.33336313,43.28468235,41.80621155,80.28108857,16.74
"81",81,"GA",91,13115,566.2491705,151.19,151.19,1319.970598,44531.49972,93.04815806,0.10323,0.36218925,0.19,1.77,1.774377173,0.283900348,7.097508694,0.383265469,0.844603535,0.294546611,0.755884676,0.461338065,0.475,15.11769352,0.120657648,165.41,548.554479
"82",82,"NV",378,32001,140.63,21.09,21.09,0.038147004,0.003042399,0.25567854,0.01461276,0.07221571,18.10128206,0.022574398,0.211560383,0.360532822,0.037074451,1.411821286,0.065205509,0.12580348,0.052672556,0.113270527,0.015155,2.12728004,0.029396142,18.44650425,7.442572875
"83",83,"NE",292,31181,1380.83,207.12,207.12,0.249096659,0.031703211,0.055254168,0.040514997,0.00434977,0.007581027,0.003231257,0.286898374,0.000155349,1.302758181,0.007599423,1.550902597,0.003063033,0.008064694,0.00166722,0.005001661,0.009305416,0.085299643,0.032164976,0.005146396
"84",84,"IL",240,17067,1744.830496,5428.7,5428.7,0.031795639,0.014047287,0.000172826,0,0,0,0,21.43,0,0,5.28,0.03,6.29,0.145917,0.03,0.02,0.010983,2.5142562385,0.4981,0.04
"85",85,"SD",281,46067,9.08,0.03,0.160693083,0.05419612,0.08972132,0.052614007,2.666643559,5.633595219,0,0,0,0,0,0,0,0,1.66,0,8.51,41.56724396,0.146234711,13.98628118,0.294722564
"86",86,"OR",329,41013,2.159590851,5.76,1.697577345,0.025085,0.403236799,165.6524496,68.034650365,14.21217381,49.39557581,35.1834021195,110.2960003,31.0258,87.1,7.9164,0.74,19.592,0.055208462,0.1371,0.125524471,0.081891538,0.05,2.2178500065,0.1589
"87",87,"VT",365,50011,17.56885152,1.455413605,70.7213,3.209408177,0.0585,0.266374947,36.52111149,0,0.059999999,2.1408,2.302611154,2.007,2.168811154,0.161811154,0,3.595832996,0.02,0,6.233809485,85.18330665,1.679732063,0.83003521,1.974978085
"88",88,"MI",220,26103,7.06,1.05,1.05,0,0.843332609,0,0.0070227525,0.288,2.6735,0.123,0.015953315,0.8045,0.02,0.101,0.01,0.061,0.02,2.516,5e-04,164.15,242.6840227,1.563199665,605.0522865
"89",89,"CT",362,9007,38.38,78.9917,0.433325,2.375339237,28.26956706,27.78310391,0.517671368,0.084287792,2.507493929,16.625635,55.79,0.06,378.0478389,1.619495472,151.230383,3.172731361,2.33254849,1.451970571,119.979,869,12.69708098,14.02229485,8.615397078
"90",90,"NC",70,37057,377.86,377.86,56.67,14.9288245,0.343068157,0.956367306,4.534382151,4.927361938,0.529011251,0.921991037,0.392979786,5.65,23.26138044,0.018893259,13.52283998,0.070891567,16.08766664,0.0386,0.0286,0.142210967,0.048058225,0.019382,0.12
"91",91,"IL",243,17025,768.3722947,3199.2,3199.2,0.029472165,0.013020778,0.000160197,0,0,0,0,21.43,0,0,4.03,0.02,4.8,0.145917,0.02,0.02,0.010983,2.5142562385,0.4981,0.03
"92",92,"MO",342,29103,1149.1,172.36,172.36,0.002900059,0.29,0.19,1.35,0.0313967475,0.007058436,0.0285304115,0.005836784,0.009182292,0.008144349,0.07,0.040374557,0.00750619,0.184120124,0.011119273,0.008141164,0.010528035,0.010112367,0.030427569,0.003249311
"93",93,"MO",348,29117,1303.24,195.48,195.48,0.03,1.69,1.1,7.9948,0.00091875,0.041223215,0.00091875,0.031223215,0.000304465,0.041,0.439,0.382722706,0.040435633,1.659949761,0.058136152,0.04302155,0.113838361,0.060816812,0.212359148,0.060615331
"94",94,"PA",199,42117,106.12,106.12,3.38,0.007005235,31.8682204,8.03400515,0,22.5727408,0,6.4493545,0,114.423271,24.60400675,0.04961915,17.44077095,0.064800899,18.12596545,0.02855745,0.02855745,0.151974129,0.00214255,7.893860162,0.1085748
"95",95,"NE",5,31043,929.39,139.4,139.4,136.8244094,17.41401574,30.35014171,0.245146648,0.026319425,0.045870999,0.019551573,1.7359541,0.000939979,10.78268115,0.045982307,12.83414421,0.01,0.27879755,0.01,0.030263865,0.056304865,0.686127932,0.194622648,0.031139624
"96",96,"MI",221,26089,38.94,5.84,5.84,0,0.843332609,0,0.0070227525,0.03,0.33,0.027864593,0.004568384,0.16,0.004468566,0.01984872,0.003434176,0.014112383,0.005380154,0.52,5e-04,55.42,80.63902553,0.653720702,235.6718773
"97",97,"VA",161,51181,41.15,41.15,0.3,1.43,0.01,0.13,0.003968892,1.16,0.147544192,0.004211885,0.147544192,0.003482905,0.008074335,0.004859867,0.04,0.12,0.011775664,0.58,0.08,0.024034441,0.05,0.074252116,1.77
"98",98,"TX",137,48391,1230.25,162.55,162.55,0.03,0.93,0.001083,350.27,0.45,1.24,0.007286,1.48,0.01,0.02,0.006393421,0.02,0.01,0.008921,0.08,0.010258382,0.14,0.01,0.069646559,0.01
"99",99,"OH",219,39017,435.862077,1571.84,1571.84,0.11,0.27,88.42312192,35.69,6937.700096,14.35281413,81.03875231,0.03510407,106.9606169,14.11076776,54.79328863,1.765948399,32.98846927,1.192520871,52.23,0.944866216,637.93,17.16,1682.38,0.309940903
"100",100,"GA",81,13273,167.5098602,1302.29,1302.29,1.97,58.67,2.46,0.10323,0.36218925,0.008653066,0.07,0.104608053,0.016737288,0.418432211,0.022595339,0.049793433,0.017364937,0.04456303,0.027198094,0.475,0.891260609,0.007113348,16.61,51.10954698
"101",101,"GA",6,13063,11.16213588,3.74,3.74,14.93,444.58,18.64,0.10323,0.36218925,0.42,3.86,3.851200006,0.616192001,15.40480002,0.831859201,1.833171203,0.639299201,1.640611203,1.001312002,0.475,32.81222405,0.2618816,382.53,1221.295916
"102",102,"WY",370,56013,4.49,11.45,10.64,2.855880514,0.616870191,1.359399124,486.9831304,18.98522143,16.36049397,15.87317779,31.01334842,0.200000003,13.39,1.299999952,614.5,350,379.7872193,102.3489361,29.78723341,821.7916253,0.620633225,27.87198841,0.03
"103",103,"IN",236,18115,10.708404,1.738984942,0.899560013,0.84,0.01504585,385.407,0.00147,0.3,0.0449262785,0.00156,0.0449262785,0.00129,0.014888168,0.456768,0.0018,0.01,0.01,0.0024,0.00324,0.007140961,0.00249,0.00639096,0.00390096
