"","order","STUSPS","orderReg","GEOID","Agriculture...Forestry.NH3","Agriculture...Forestry.PM10.FIL","Agriculture...Forestry.PM10.PRI","Bulk.Terminals...Plants.NH3","Bulk.Terminals...Plants.PM25.PRI","Bulk.Terminals...Plants.PM.PRI","Coal.PM25.PRI","Coal.PM.CON","Coal.PM.PRI","Coal.SO2","Coal.VOC","Commercial.Institutional.Coal.CO","Commercial.Institutional.Coal.NH3","Commercial.Institutional.Coal.NOX","Commercial.Institutional.Coal.PM10.FIL","Commercial.Institutional.Coal.PM10.PRI","Commercial.Institutional.Coal.PM25.FIL","Commercial.Institutional.Coal.PM25.PRI","Commercial.Institutional.Coal.SO2","Commercial.Institutional.Coal.VOC","Commercial.Institutional.Gas.CO","Commercial.Institutional.Gas.NH3","Commercial.Institutional.Gas.NOX"
"2364",2364,"PA",200,42095,166.47,166.47,28.03,0.035893335,3162.444562,296.5315062,0,149.2607008,0,42.6459145,0,114.423271,162.6923078,0.3281032,109.315308,0.650641177,129.3248714,0.008277,0.008277,1.56213395,0.000623,7.893860162,0.74882365
"2365",2365,"AL",118,1103,1316.350526,819.1,819.1,9.0767202215,3.941124667,1.31,796.46,11.01,89.76,0.4,60.35,0.96,856.2413385,110.79,4567.14,8.12,0.58,0.006879015,0.66,0.7,0.03,0.07,0.04
"2366",2366,"KY",204,21027,0.92,27.79,1.2347784,0.012364768,1.350761896,1.473558432,2.352553548,0.013723229,2.800658986,0.005531302,0.014563427,0.003010708,0.012042834,0.009032125,2.08,0.162425565,0.016803954,0.154036244,0.032257511,0.814478504,0.046732069,0.099196471,0.034551242
"2367",2367,"MS",127,28043,56.01727904,889.93,889.93,23.34416189,0.05,10.12,0.55,0.13,0.005857325,0.65,0.079773014,0.14,0.039162201,0.099389187,0.060226986,14.42,0.01,1.72,5.86,5.86,5.86,42.58,99.41295997
"2368",2368,"KY",203,21213,2.43,27.79,1.2347784,0.181856396,2.398918783,2.617002309,12.99904129,0.024372106,14.41387415,0.752044733,0.823951676,0.747568224,0.819475166,0.071906943,2.08,0.7980874,0.092850295,0.851127703,0.057288519,1.446493114,0.082994967,0.176170411,0.061362128
"2369",2369,"VT",365,50013,17.56885152,0.097466743,70.7213,1.8119728255,0.0585,0.3815857115,4.818583213,3.9949999785,18.569999914,2.1408,2.302611154,2.007,2.168811154,0.161811154,1.265000006,3.595832996,0.245000002,0.9800000005,1.149477831,15.32104184,0.309259085,0.15255701,0.364077034
"2370",2370,"OH",215,39029,1792.888312,633.45,633.45,0.11,0.27,14.73385365,30.69,0,0,1.426388672,0.00872525,3.186612991,3.507284892,3.803690481,0.438933178,0.735338767,0.296405589,24.565,0.016122744,67.4890625,2.36605957,116.289359,0.13149008
"2371",2371,"VA",178,51125,5.63,5.63,0.45,2.71,0.03,0.41,0.01,3.69,0.147544192,0.01,0.147544192,0.01,0.008074335,0.01,0.14,0.39,0.055635698,1.85,0.28,0.024034441,0.19,0.074252116,5.62
"2372",2372,"FL",105,12097,1387.15,1387.15,139.63,108.7693233,38.065239035,5487.0343565,1.18497631,0.007383669,2.683257303,2.899007967,3.144188657,0.360050929,0.60523162,0.24518069,11.82691229,0.014899028,19.02518,0.06,0.236803,0.311616129,0.216803,0.291616129,0.074813129
"2373",2373,"AR",156,5053,12.55,12.55,1.85928479,12.9,2.42,0.01,0.07,0.01,0.29,0.015356296,0.03,0.0096460805,0.03,0.007143704,0.0225,1.26,0.005042994,33.78,0.467285221,164.6961726,6.414955051,5.514761325,4.789052412
"2374",2374,"GA",83,13175,317.1040779,1146.32,1146.32,54.18349866,1372.403506,15.14055046,0.10323,0.36218925,0.07,0.69,0.703581799,0.112573088,2.814327194,0.151973668,0.334904936,0.116794579,0.299725846,0.182931268,0.475,5.994516923,0.047843562,93,265.2640822
"2375",2375,"NY",209,36061,459.2372758,34.47967972,1337.947113,5.782315,87.62,128.2118515,8041.737767,373.97,1.0275,102.8475,236.88362,1237.761095,48.07775825,975.7352332,0.007474969,2.410727883,4.4527825,1.57,2.639,3.393,0.608614084,0.7509022865,0.3440202015
"2376",2376,"AR",154,5007,2.63,2.63,0.25,12.9,117.18,0.68,3.58,0.57,14.34,0.015356296,1.7,0.0096460805,1.52,0.007143704,0.0225,61.11,0.24,338.17,3.920424578,1496.196898,53.78138668,46.23490682,40.14805276
"2377",2377,"FL",107,12083,582.06,582.06,61.64,198.9581455,38.065239035,5487.0343565,0.03,0.001766667,0.53,0.03,0.04,0.02,0.03,0.01,2.07,0.01,25.6,0.14,0.08,0.21,0.04,0.17,0.13
"2378",2378,"VA",171,51135,7.32,7.32,2.38,11.04,0.06024,4.838,0.02,7.07,0.147544192,0.02,0.147544192,0.02,0.008074335,0.02,0.27,1.362,0.12,4.699,0.738125,0.024034441,0.570885711,0.15685127,18.636
"2379",2379,"NJ",375,34041,4.12,0,0,0,0,0,0.55,0.001320708,58.0007,0.32,69.9819,0.427986,0.8002,0.427986,0.7402,0.032214,0.0159531825,0.4602,3.8372,3.686,0.51,16.944,1.504295302
"2380",2380,"NY",208,36021,1.197554998,0.417857222,14.15016969,0.108675,398.82,399.5828985,1210.530523,3.81,1.0275,102.8475,235.4679028,245.2254146,47.09625693,56.15376874,0.007511847,0.021926953,0.02943875,1.65,2.639,3.393,0.608614084,0.7509022865,0.3440202015
"2381",2381,"VA",164,51690,14.635,14.635,4.53,26.6,0.14,1.79,0.0515165,16.1595,0.147544192,0.073522,0.147544192,0.063522,0.008074335,0.061857,0.6170225,1.73,0.27,8,1.24,0.024034441,0.88,0.074252116,24.18
"2382",2382,"OK",152,40023,1.6,45.368,3.884,0.169036775,0.031905492,6.511324881,0.033612284,0.840307095,0.045376583,0.099996544,0.034872744,0.089492706,0.054619961,1.789854112,0.014285221,1.87,52.75785887,0.47304588,6.43442073,5.545991565,5.380322597,10.66881753,4.96
"2383",2383,"KS",300,20041,3189.67,3189.67,478.45,0.580298126,6.728007428,0.03924671,0.048057196,0.440524296,0.392520544,0.062803287,1.592873863,0.093810792,0.195996372,0.068231251,0.17041683,0.10218558,0.100353,0.127214611,0.027205838,0.62955,0.97506069,0.126465,0.47197569
"2384",2384,"TX",137,48427,787,95.64,95.64,0.12,3.75,0.004334,350.27,0.45,6.74,0.03,8.02,0.06,0.15,0.03,0.12,0.08,0.04,0.44,0.011877818,0.68,0.03,0.27,0.01
"2385",2385,"GA",77,13103,87.78952718,311.63,311.63,253.2851155,5466.80338,17.581248,0.10323,0.36218925,0.01,0.17,0.204412794,0.032706047,0.817651175,0.044153163,0.09730049,0.033932524,0.08707985,0.053147326,0.475,1.741597002,0.01390007,58.41,147.23233
"2386",2386,"OK",148,40129,0.35,45.368,3.884,0.032571265,0.006147788,1.254650576,0.006476665,0.16191663,0.008743498,0.019268079,0.00671954,0.017244121,0.010524581,0.344882421,0.002752583,0.48,9.849041302,0.089499686,1.213866716,1.047616355,1.013191478,2.037872594,4.96
"2387",2387,"WI",246,55103,164.09,164.09,1.19,5.089571975,278.9748572,15.18783,0,0,25.84470508,17.787125,0,0,6.3,0.03,7.5,0.2986985275,0.03,0.2986985275,0.0267521405,0.03123889,0.3351396145,0.04,0.41
"2388",2388,"NM",263,35025,21.75,6.1467825865,20.21,1.364942122,15.9429715,0.027970125,1.54245571,0.002706063,22.52059223,0.131370121,26.81022885,0.05,0.13941319,0.02,0.115283984,0.086462988,1.5543153,2.3116,1.474562587,0.890192454,0.142430793,3.560769816,0.19228157
"2389",2389,"AL",116,1075,113.5147689,309.6,309.6,9.0767202215,3.941124667,1.31,0.36,0.13,0.14,0.08,0.09,0.01,856.2413385,6.197,5.89,0,0.015877269,0.000388752,0.07,0.08,0.03,0.04,0.01
"2390",2390,"TN",96,47117,52.41,2.46,1.09,97.3423379,12.56151314,21.7395899,0,0,0,0,0,28,29.94117681,0,0,4.906199908,0.028619499,5.840714176,0.030371714,0.006278768,0.025115071,0.018836303,0.125
"2391",2391,"VA",170,51011,6.34,6.34,0.61,10.52,0.02,0.35,0.01,3.13,0.147544192,0.01,0.147544192,0.009392578,0.008074335,0.01,0.12,0.33,0.054788549,1.57,0.23,0.024034441,0.17,0.074252116,4.78
"2392",2392,"AR",154,5087,1.53,1.53,0.15,12.9,2.46,0.01,0.07,0.01,0.3,0.015356296,0.03,0.0096460805,0.03,0.007143704,0.0225,1.28,0.005136348,15.64,0.397475895,138.6508486,5.454010614,4.688599095,4.072763092
"2393",2393,"WY",371,56033,4.87,12.31,11.43,2.555014386,0.551883107,1.216186848,593.5461635,20.92040516,17.98495286,17.31343984,30.4135765,0.200000003,13.39,1.299999952,614.5,350,379.7872193,102.3489361,29.78723341,11.19020519,0.42629353,13.32167285,0.02
"2394",2394,"PA",198,42041,198.25,198.25,28.33,0.027923785,127.0308813,32.0245919,0.309243697,179.7906318,0.214091791,68.70788574,0.010756303,114.423271,132.23,1.68,121.2041921,0.706145902,144.3097525,0.006231,0.006231,0.73469216,0.000469,7.893860162,0.8694235
"2395",2395,"PA",198,42055,266.15,266.15,11.06,0.022261785,101.2733148,25.53108775,0,69.6164784,0,19.8904224,0,114.423271,75.8810957,0.15303015,59.32981045,0.343285729,68.4295934,0.283131172,0.283131172,0.534528289,0.017837203,7.893860162,2.58397435
"2396",2396,"PA",200,42079,39.93,39.93,37.9384,0.06526591,365.2741568,55.93930895,0,233.9019549,0,86.4307014,0,114.423271,251.6910014,0.4897,139.5258282,0.810762596,164.9727765,0.01116,0.01116,0.909628345,0.00084,7.893860162,0.95379805
"2397",2397,"MI",221,26039,1.02,0.15,0.15,0,0.843332609,0,0.0070227525,0.02,0.24,0.015603019,0.003254681,0.11,0.003183568,0.017016583,0.002446631,0.01005417,0.003833015,0.36,5e-04,23.6,67.15617071,0.72599253,273.4952387
"2398",2398,"AL",112,1113,50.16227367,367.98,367.98,9.0767202215,3.941124667,1.31,0.6,2.39,2.6,0.09,0.3,0.21,856.2413385,6.197,105.93,0,0.13,0.001754751,0.23,0.25,0.1,0.12,0.02
"2399",2399,"OH",215,39019,365.5978686,444.93,444.93,0.11,0.27,14.73385365,30.69,0,0,0.235058645,0.001437859,0.525131015,0.577975449,0.626820969,0.072333046,0.121178566,0.04884552,24.565,0.002656913,16.41192965,0.617216365,21.2680117,0.018784297
"2400",2400,"VA",178,51065,2.28,2.28,0.81,10902.79974,0.03,0.45,0.01,3.98,0.147544192,0.01,0.147544192,0.01,0.008074335,0.01,0.15,0.42,0.06607762,2,0.3,0.024034441,0.21,0.074252116,6.07
"2401",2401,"IL",238,17097,75.65801193,507.6,507.6,532.0767378,530.9878836,255.4342784,0,0,0,0,21.43,0,0,480.6661,2.8749,572.1707,3.309952934,8.0238,7.5538,0.249047066,2.5142562385,5.2878,5.6405
"2402",2402,"GA",86,13195,2914.777565,40.04,40.04,6.86,204.28,8.56,0.10323,0.36218925,0.02,0.2,0.197932877,0.03166926,0.791731508,0.042753501,0.094216049,0.032856858,0.084319406,0.051462548,0.475,1.686388112,0.013459436,34.65,102.678585
"2403",2403,"AR",157,5039,1.48,1.48,0.210289867,12.9,2.87,0.01,0.08,0.01,0.35,0.015356296,0.04,0.0096460805,0.03,0.007143704,0.0225,1.5,0.00598638,25.92,0.275408435,96.90782381,3.778527214,3.248257406,2.821708875
"2404",2404,"CO",273,8057,0.136993794,0.155525001,4.682316051,161.23633435,0.870344996,2376.4939845,0.04209509,1.3640999795,0.971022149,0.002318701,0.450278373,0.002626624,0.536045682,0.00105869,0.002787438,0.000576249,0.002304996,0.001728747,1.180000007,0.003216274,0.029482513,0.00899264,0.001438822
"2405",2405,"CO",268,8063,0.93,0.155525001,4.834797878,161.23633435,0.870344996,2376.4939845,0.131994502,1.3640999795,3.044763272,0.007270581,1.411905027,0.008236113,1.680839317,0.003319658,0.008740364,0.001806902,0.007227609,0.005420707,1.180000007,0.010085036,0.092446162,0.028197565,0.00451161
"2406",2406,"ID",312,16073,199.53,10.73,25.61,0.19,0.001818182,2.51,1.045,0.02,0.16,0.23,0.04,1.11,0.05,0.11,0.04,0.1,0.06,0.01,0.07,0.01,91.18644528,98.94699219,21.34756637
"2407",2407,"WI",247,55141,272.24,272.24,8.47,0.401192257,298.1079783,1.94070987,0,0,25.84470508,17.787125,0,0,50.19876127,0.27,59.74385158,0.260942,0.569866469,0.260942,0.018924468,0.03123889,0.279866469,0.352095208,3.282534562
"2408",2408,"NY",206,36013,379.4122891,425.3232078,4099.258185,2.60202151,539.42,549.5271284,2200.315467,16.34,20.022,102.8475,236.5045604,279.2736323,47.5799925,87.29897269,0.527341882,1.184359073,1.57615,1.65,2.639,3.393,0.608614084,0.7509022865,0.3440202015
"2409",2409,"GA",89,13067,41.36705681,4.93,4.93,1417.996238,30433.97147,119.0438378,0.10323,0.001,1.82,16.731,14.78006335,2.363050136,59.11725341,3.190117684,7.035074155,2.451664516,6.295620988,3.839956471,0.007,125.8524198,1.004296308,1064.85,3083.731455
"2410",2410,"TN",92,47091,13.21,1.38,1.09,10.20966514,1.317503211,2.280137686,0,0,0,0,0,28,29.94117681,0,0,1.827517234,0.010660517,2.175615755,0.011313202,0.002338787,0.009355148,0.007016361,0.125
"2411",2411,"OH",216,39013,367.5658443,72.89,72.89,0.11,0.27,14.73385365,30.69,37559.75197,26.72979752,1.197293363,0.007323869,2.674804323,2.943972429,3.192771688,0.36843519,0.617234449,0.248799259,24.565,0.013533236,38.5788789,1.46967163,45.92723825,0.309940903
"2412",2412,"VA",167,51195,3.41,3.41,3.42,5.87,0.12,1.55,0.04,13.75,0.147544192,0.04,0.147544192,0.04,0.008074335,0.05,0.52,1.5,0.24,6.94,1.08,0.024034441,0.76,0.074252116,20.98
"2413",2413,"MO",347,29035,49.81,7.47,7.47,0.007445344,0.33,0.21,1.54,0.0313967475,0.008012059,0.0285304115,0.006625356,0.009182292,0.009244683,0.08,0.050344989,0.008507479,0.21379488,0.011030917,0.009152096,0.020486352,0.010103497,0.028874316,0.003670187
"2414",2414,"OK",152,40013,4.35,45.368,3.884,0.67170678,0.126783863,25.87425768,0.133566196,3.339154888,0.180314364,0.397359432,0.138574928,0.355619996,0.217045068,7.112399911,0.056765633,9.67,111.0449888,0.985356007,13.30868708,11.47684675,11.1382356,22.45255214,9.92
"2415",2415,"NE",292,31035,2265.17,339.77,339.77,1.659251233,0.21117743,0.368052092,0.060134954,0.006456207,0.011252246,0.004796039,0.425832948,0.000230579,1.933637159,0.01127955,2.301948998,0.004546349,0.011970135,0.002474595,0.007423786,0.013811694,0.126607195,0.047741318,0.007638611
"2416",2416,"MD",183,24017,311.4,311.4,46.71,562.2049455,2356.152567,3844.745515,0.2,137.779,25.45616,28.20044322,7.349867826,10.08415104,2.734283216,97.224,99.403118,1031.6955,2.5675,9.23,10.33,0.02,0.05,0.01,0.04
"2417",2417,"IA",258,19033,2555.435624,2816.61,2816.61,6.06,1786.752235,89.66573215,5.679453867,0.034076723,12.49479851,13.63068928,14.81201569,1.590247083,2.771573487,1.181326404,27.4,200.2802612,0.056794539,35.7963593,42.61471345,0.08,0.22159651,0.04,0.183243268
"2418",2418,"IA",257,19073,1695.540149,2881.26,2881.26,6.06,1786.752235,89.66573215,0.665868604,0.003995212,1.464910929,1.59808465,1.736585319,0.186443209,0.324943879,0.13850067,27.4,23.48119045,0.006658686,4.196824616,4.996219781,0.009867534,0.025980343,0.005370936,0.021483745
"2419",2419,"KY",205,21205,2.48,27.79,1.2347784,0.068687334,39.68301636,8.432812583,8.042994389,0.038601164,9.613088558,0.130512004,0.170547301,0.128980627,0.163457291,0.034476664,2.08,0.1305828,0.057678531,0.528619871,0.09073502,2.290992751,0.131449549,0.279023198,0.097186906
"2420",2420,"UT",306,49055,1.56,21.280401755,4.6,0,0,0,0.62,1.592720319,0.972720319,32.37,0.250711468,0.672921561,0.697,0.180941183,0.2050196205,0.024078433,0.0200025,0.09,0.01,0.009294118,0.01,0.000705882,4
"2421",2421,"MO",345,29031,1287.85,193.17,193.17,0.21,134.3875,7.05,54.7928,0.015774559,0.271102105,0.015774559,0.231102105,0.005227546,0.3107,2.8389,1.717561135,0.272809782,7.023172486,0.412477237,0.299488645,0.744756986,0.445268341,1.380694193,0.113968817
"2422",2422,"WA",322,53071,5.89,1.83,3.4627138125,4.576600434,0.194235201,0.488978553,14.00885177,11.51773774,31.27225736,631.1755,88.089,76.599,49.7895,63.84534231,0.52744161,282.4825504,0.78,0.963011894,0.948177598,0.180458857,7,3,0.098895302
"2423",2423,"MO",345,29133,1949.95,292.49,292.49,0.007389574,1.12,0.73,8.0363,0.031730996,0.062246364,0.031730996,0.062246364,0.010515368,0.0471,0.4369,0.171337631,0.020214021,0.714713941,0.033997189,0.021484449,0.071885739,0.040401289,0.104503632,0.010302305
"2424",2424,"AR",158,5025,1.57,1.57,0.217427832,12.9,0.7,0.004134463,0.02,0.003470801,0.08,0.015356296,0.01,0.0096460805,0.009241008,0.007143704,0.0225,0.36,0.00147509,5.5,0.313253599,109.271981,4.298271628,3.69504161,3.209752439
"2425",2425,"TX",146,48113,398.65,52.89,52.89,510.7,15800,18.24,350.27,0.45,1677.8278,9.8326,1974.4613,19.47092288,48.87028632,13.40092288,42.79028632,21.38646344,12.4047,119.5338,6.66,274.8252,5.438209332,40.8579,2.017696248
"2426",2426,"IN",230,18033,10.708404,1.738984942,9.37,1043.9,0.01504585,385.407,0.098289,27.3385,0.0449262785,1.698826,0.0449262785,1.688826,0.014888168,1.649826,0.209381,1.915993,0.61,0.09,0.13,0.29,0.1,0.26,0.16
"2427",2427,"LA",136,22073,515.57,77.33,77.33,0.296960348,0.184172524,0.342646556,1,3,38,53.47,480.9083817,3.964483349,1582.26198,54.84009953,47.15429755,42.99623139,92.9533477,31,63.5,55.5,23.5,42.259462935,17.095238095
"2428",2428,"LA",130,22095,113.97,17.09,17.09,0.03915624,0.024284399,0.045180277,1,3,38,25.08,220.8684449,2.041420029,889.8318969,29.56024969,25.37025248,22.94784148,42.30948659,31,666,104,76,136.1010736,51.67391304
"2429",2429,"LA",129,22091,63.64,9.54,9.54,0.004434403,0.002750182,0.005116619,1,3,38,0.94,27.74624619,0.253122037,86.86934428,3.427627379,2.955700108,2.693767132,5.735332782,31,63.5,55.5,23.5,42.259462935,17.095238095
"2430",2430,"MO",342,29197,386.95,58.04,58.04,0.001812537,0.19,0.12,0.89,0.0313967475,0.004670305,0.0285304115,0.003861983,0.009182292,0.005388813,0.04,0.030240559,0.004965404,0.122646149,0.007370187,0.005378636,0.01033913,0.008078403,0.019619074,0.002148305
"2431",2431,"AL",117,1059,2043.602277,475.15,475.15,9.0767202215,3.941124667,1.31,0.76,1.19,1.29,0.04,0.14,0.1,856.2413385,6.197,52.96,0,0.13,0.001555961,0.19,0.21,0.09,0.11,0.02
"2432",2432,"KY",204,21041,1.5,27.79,1.2347784,197.2673244,1.590508413,1.735100087,2.770107909,0.016158963,3.29774751,0.006513051,0.017148287,0.003545079,0.014180314,0.010635236,2.08,0.162425565,0.019786485,0.181376113,0.037982891,0.959040165,0.055026537,0.116802838,0.040683737
"2433",2433,"CO",277,8019,3.27,0.155525001,4.682316051,161.23633435,0.870344996,2376.4939845,0.169548649,1.3640999795,3.911037896,0.009339156,1.813610311,0.010579393,2.159059894,0.004264143,0.011227111,0.002320989,0.009283958,0.006962968,1.180000007,0.012954359,0.118748294,0.036220138,0.005795222
"2434",2434,"TX",143,48267,232.82,24.52,24.52,0.82,25.52,0.02,350.27,0.45,39.29,0.006366,150.37,0.009595263,3.09,0.005584342,3.08,0.01,1.587795,1.3961,0.010023764,0.06,0.01,0.011813644,0.01
"2435",2435,"MI",220,26097,17.47,2.62,2.62,0,0.843332609,0,0.0070227525,0.02,0.22,0.015172018,0.003004321,0.1,0.002938678,0.015858715,0.002258428,0.009280772,0.003538168,0.34,5e-04,29.35,71.54657087,0.738788986,266.1324991
"2436",2436,"TX",143,48307,799.15,108.33,108.33,0.99,30.72,0.03,350.27,0.45,2.24,0.01,2.67,0.01,0.04,0.01,0.04,0.02,0.01,0.14,0.010469382,0.14,0.01,0.069646559,0.01
"2437",2437,"MS",126,28141,106.8037536,264.52,264.52,14.82844859,0.02,5.05,0.27,0.028240959,0.004518553,0.240650551,0.054508729,0.064741016,0.020243087,0.029975375,0.005472288,14.42,0.02,1.458723764,5.86,5.86,5.86,30.52,77.86707488
"2438",2438,"TX",143,48105,230.8,23.08,23.08,1.7,52.765,0.055,350.27,0.45,0.86,0.00505,1.03,0.007488947,0.01,0.004430132,0.01,0.01,0.006183,0.05,0.010023764,0.06,0.01,0.011813644,0.01
"2439",2439,"TX",141,48217,2466.89,339.37,339.37,3.49,108.2,0.12,350.27,0.45,6.73,0.03,8.02,0.06,0.15,0.03,0.12,0.08,0.04,0.44,0.011408145,0.47,0.01,0.14,0.009789
"2440",2440,"CO",267,8075,3.69,0.155525001,4.682316051,0.284824193,0.875999987,6.175799847,0.404656418,1.3640999795,9.334350945,0.022289469,4.328486599,0.025249505,5.152960237,0.01,0.026795393,0.005539432,0.022157729,0.016618297,1.180000007,0.030917761,0.283412813,4.467945467,0.013831274
"2441",2441,"KS",299,20055,4339.73,4339.73,650.95,274.9901831,17.9864579,0.100324367,0.127224164,1.169867833,1.003380285,0.160540846,4.071782369,0.239803752,0.501015548,0.174416073,0.435627868,0.261211795,0.100353,0.127214611,0.069544899,0.62955,0.97506069,0.126465,0.47197569
"2442",2442,"KS",303,20125,1913.22,1913.22,286.98,2.201391891,16.20217348,0.094022679,0.115129811,1.060856597,0.940354821,0.150456771,3.816020943,0.224740926,0.469545189,0.163460452,0.408264715,0.244804263,0.100353,0.127214611,0.065176565,0.62955,0.97506069,0.126465,0.47197569
"2443",2443,"SC",75,45039,0.499919624,1.477440063,12.683,21.592,4.87,0.01,0.01,0.32,1.696237,0.061163636,7.301269,0.237999998,0.617,0.177499999,0.556500005,0.379000006,0.00462,0.237,0.06,64.82,137.0783344,1.339595494,510.3494281
"2444",2444,"NE",282,31033,3024.28,453.64,453.64,19.29836819,2.456155951,4.280728943,0.230824334,0.024781754,0.043191056,0.018409303,1.634533667,0.000885063,8.172147693,0.043295862,9.725890111,0.01,0.105946629,0.009498582,0.028495746,0.053015341,0.525973956,0.183252121,0.029320339
"2445",2445,"MN",255,27091,2.08392498,0.06,0.782831853,23.0093451,0.165540601,0.717775707,0.118396922,1.110462422,0.0112655,4.979715006,1.010005,0.995,4.075,3.313574949,2.43,1.8874794015,2.016382367,1.816425051,42.1869,90.25207476,0.750268942,288.4677538,10.29078581
"2446",2446,"TN",93,47155,8.63,20.14,1.09,28.89551919,3.728813708,6.453273577,0,0,0,0,0,28,29.94117681,0,0,31.22139549,0.182124807,37.16832796,0.193275305,0.03,0.15982381,0.119867858,0.125
"2447",2447,"TN",94,47139,12.78,1.31,1.09,5.174936387,0.667798132,1.155725219,0,0,0,0,0,28,29.94117681,0,0,1.999276002,0.011662443,2.380090479,0.01237647,0.002558597,0.010234389,0.007675792,0.125
"2448",2448,"TX",145,48263,326.27,37.4,37.4,1.7,52.765,0.055,350.27,0.45,0,0.02,0,0.03,0.08,0.01,0.07,0.04,0.02,0,0.0007832,0.01,0.01,0.00233002,0.01
"2449",2449,"MT",332,30099,306.47,0.55,7.543941244,0.005594577,2.225988311,0.012984932,0.081740643,0.013078503,0.326962572,0.017655979,0.038908546,0.013568947,0.034821514,0.021252567,1,0.696430279,0.005558364,1.28,0.423343135,181.5791092,6.185678428,5.308475592,4.631308439
"2450",2450,"NE",282,31069,782.23,117.33,117.33,6.190283446,0.787854257,1.373117419,0.020534814,0.002204658,0.003842404,0.001637746,0.145412942,7.87e-05,0.660296177,0.003851728,0.786066877,0.001552482,0.004087548,0.000845022,0.002535066,0.004716401,0.043233678,0.01630265,0.002608424
"2451",2451,"IL",242,17117,1814.883581,3045.3,3045.3,0.013166354,0.005816884,7.1566e-05,0,0,0,0,21.43,0,0,12.47,0.07,14.85,0.145917,0.07,0.06,0.010983,2.5142562385,0.4981,0.09
"2452",2452,"OH",216,39141,674.2670767,2503.21,2503.21,0.11,0.27,88.42312192,30.69,23216.30029,6.25999999,21.88769482,0.006592282,28.42761593,56.9398966,66.57410975,7.961631895,17.59584505,9.634213158,24.565,0.01218139,41.56362897,1.51032861,49.47526941,0.029166669
"2453",2453,"IL",239,17195,2227.428967,5928.5,5928.5,0.088001589,0.038879028,0.000478334,0,0,0,0,21.43,0,0,24.6781,0.1526,26.9644,0.110484,0.2388,0.2188,0.008316,2.5142562385,0.1419,0.172
"2454",2454,"TX",142,48141,296.11,43.3,43.3,96.25,2978,3.43,350.27,0.45,209.5408,1.18,249.4662,1.823733333,5.169770526,1.033733333,4.389770526,2.701237193,1.5037,13.8125,0.761643636,1.18,0.01,0.15,0.009789
"2455",2455,"TX",143,48301,34.89,3.48,3.48,1.7,52.765,0.055,350.27,0.45,0,0.02,0,0.03,0.08,0.01,0.07,0.04,0.02,0.23,0.11,0.004595775,0.17,1.08,0.05
"2456",2456,"OK",152,40077,0.55,45.368,3.884,0.066124622,0.012480944,2.547131528,0.013148616,0.32871539,0.017750631,0.039117131,0.013641689,0.035008189,0.0213665,0.70016378,0.005588162,2.75,24.00505853,0.212420208,2.875393272,2.481534714,2.401342031,4.926581739,4.96
"2457",2457,"OH",216,39167,631.6140615,281.2,281.2,0.11,0.27,88.42312192,158.67,161547.7225,121.0046463,1.080388598,0.00660876,2.413634103,2.656520401,2.881026684,0.332460857,0.556967141,0.224506283,24.565,0.012211839,34.75310155,1.32392761,41.37273825,0.309940903
"2458",2458,"MO",347,29091,322.99,48.44,48.44,0.1,3.71,2.42,17.13,0.0313967475,0.08,0.0285304115,0.07,0.009182292,0.1,0.94,0.585869191,0.090939071,2.404561105,0.13753867,0.096513394,0.258274151,0.151760757,0.464658372,0.031326437
"2459",2459,"KS",299,20047,2256.82,2256.82,338.52,0.092633929,1.326074319,0.004992804,0.008784638,0.082746682,0.049934843,0.007989575,0.202638834,0.011934222,0.024933849,0.008680098,0.021679725,0.012999627,0.100353,0.127214611,0.003461014,0.62955,0.97506069,0.126465,0.47197569
"2460",2460,"KY",204,21111,93.12,27.79,1.2347784,225.7146854,379.0712476,231.3486337,404.0814231,2.099599968,481.3297894,2.92,4.464706045,2.54,4.079065234,1.538438711,2.08,0.162425565,2.570938736,25.00693842,4.935272036,124.7860017,7.149822478,15.17666925,5.28620393
"2461",2461,"IL",240,17107,1300.531806,5958.2,5958.2,0.02030274,0.308969733,0.000110356,10.47,0,3.87,0,20.97,401.52,0.15,13.3,0.08,15.83,0.145917,0.08,0.06,0.010983,2.5142562385,0.4981,0.09
"2462",2462,"WI",244,55139,231.34,231.34,15.19,0.242404886,278.9748572,13.61064,9.176637334,1.784657286,25.84470508,19.8040225,212.18268,1.297005,90.88775,0.49,108.2678119,0.750903256,1.328314578,0.750903256,0.057411321,0.03123889,0.4858289,0.6491253,5.950173969
"2463",2463,"KY",203,21075,1.67,27.79,1.2347784,0.058365896,1.183492577,1.291082811,3.027229052,0.012023836,3.603844109,0.047302935,0.058412239,0.045094475,0.05620378,0.011109305,2.08,0.045809,0.021623065,0.169473926,0.028262956,0.713618933,0.040945082,0.086912644,0.030272648
"2464",2464,"KS",301,20079,3079.5,3079.5,461.92,1.424692021,15.30915322,0.089058394,0.109051094,1.002385032,0.890705213,0.142512834,3.614539607,0.212874874,0.444753765,0.154829936,0.386708827,0.231878891,0.100353,0.127214611,0.061735321,0.62955,0.97506069,0.126465,0.47197569
"2465",2465,"MT",331,30021,619.38,1.18,0.885113143,0.013372365,5.320639291,0.031037063,0.195379497,0.03126072,0.781517989,0.042201971,0.093000641,0.032432997,0.083231666,0.050798669,1,1.664633317,0.013285806,1.86,0.703124777,315.99067,10.45975124,8.966269139,7.807535093
